"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0052745","inositol phosphate phosphatase activity","MF",20,3,4,0.204823098014231,0.255057968889844
"GO:0052829","inositol-1,3,4-trisphosphate 1-phosphatase activity","MF",1,0,0,1,1
"GO:0004439","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity","MF",10,2,1,0.182860440523818,0.750322034385208
"GO:0004445","inositol-polyphosphate 5-phosphatase activity","MF",10,1,2,0.559287279169741,0.378562591930954
"GO:0034593","phosphatidylinositol bisphosphate phosphatase activity","MF",24,4,3,0.115049908222073,0.617516775556786
"GO:0034595","phosphatidylinositol phosphate 5-phosphatase activity","MF",12,2,3,0.24246122170175,0.196145314928256
"GO:0052658","inositol-1,4,5-trisphosphate 5-phosphatase activity","MF",6,1,0,0.388323538759607,1
"GO:0052866","phosphatidylinositol phosphate phosphatase activity","MF",29,4,6,0.190388575039926,0.164655961909186
"GO:0106019","phosphatidylinositol-4,5-bisphosphate phosphatase activity","MF",12,3,1,0.0624540197979292,0.810849840807543
"GO:0030487","inositol-4,5-bisphosphate 5-phosphatase activity","MF",1,0,0,1,1
"GO:0034485","phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity","MF",7,2,2,0.0995750617502844,0.226832373296983
"GO:0034594","phosphatidylinositol trisphosphate phosphatase activity","MF",9,3,2,0.0284445337351428,0.328772796336038
"GO:0052659","inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity","MF",5,1,0,0.336092779108362,1
"GO:0052743","inositol tetrakisphosphate phosphatase activity","MF",7,1,0,0.436448284927828,1
"GO:0043423","3-phosphoinositide-dependent protein kinase binding","MF",3,0,1,1,0.340435301822401
"GO:0047613","aconitate decarboxylase activity","MF",1,1,0,0.0786466645387809,1
"GO:0035014","phosphatidylinositol 3-kinase regulator activity","MF",14,1,2,0.682494324867858,0.557928030383328
"GO:0141038","phosphatidylinositol 3-kinase activator activity","MF",5,0,1,1,0.500262769296684
"GO:0034450","ubiquitin-ubiquitin ligase activity","MF",14,0,0,1,1
"GO:0098634","cell-matrix adhesion mediator activity","MF",9,0,2,1,0.328772796336038
"GO:0098639","collagen binding involved in cell-matrix adhesion","MF",5,0,1,1,0.500262769296684
"GO:0019960","C-X3-C chemokine binding","MF",4,0,1,1,0.425881398911046
"GO:1990405","protein antigen binding","MF",8,1,1,0.480789561781124,0.670437946383811
"GO:0030369","ICAM-3 receptor activity","MF",2,0,0,1,1
"GO:1990430","extracellular matrix protein binding","MF",5,0,1,1,0.500262769296684
"GO:0098640","integrin binding involved in cell-matrix adhesion","MF",5,0,1,1,0.500262769296684
"GO:0004576","oligosaccharyl transferase activity","MF",2,0,0,1,1
"GO:0004579","dolichyl-diphosphooligosaccharide-protein glycotransferase activity","MF",2,0,0,1,1
"GO:0035870","dITP diphosphatase activity","MF",2,0,1,1,0.242279458151993
"GO:0036220","ITP diphosphatase activity","MF",1,0,0,1,1
"GO:0036222","XTP diphosphatase activity","MF",1,0,0,1,1
"GO:0106379","8-oxo-(d)RTP hydrolase activity","MF",4,0,0,1,1
"GO:0005220","inositol 1,4,5-trisphosphate-gated calcium channel activity","MF",3,0,0,1,1
"GO:0015278","intracellularly gated calcium channel activity","MF",15,1,1,0.707487423824014,0.875285927058656
"GO:0070679","inositol 1,4,5 trisphosphate binding","MF",10,0,3,1,0.129613613956377
"GO:0098695","inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels","MF",1,0,0,1,1
"GO:0000822","inositol hexakisphosphate binding","MF",4,0,0,1,1
"GO:0043533","inositol 1,3,4,5 tetrakisphosphate binding","MF",5,0,1,1,0.500262769296684
"GO:0005131","growth hormone receptor binding","MF",5,0,0,1,1
"GO:0031730","CCR5 chemokine receptor binding","MF",7,0,0,1,1
"GO:0005251","delayed rectifier potassium channel activity","MF",16,1,5,0.73051461192937,0.0463733188332004
"GO:0099508","voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","MF",8,0,2,1,0.277932901677818
"GO:1905030","voltage-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","MF",4,1,1,0.279405988884611,0.425881398911046
"GO:0015271","outward rectifier potassium channel activity","MF",15,1,3,0.707487423824014,0.306280182745701
"GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","MF",10,0,2,1,0.378562591930954
"GO:0086087","voltage-gated potassium channel activity involved in bundle of His cell action potential repolarization","MF",1,0,0,1,1
"GO:0086089","voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization","MF",2,0,0,1,1
"GO:0086090","voltage-gated potassium channel activity involved in SA node cell action potential repolarization","MF",1,0,0,1,1
"GO:1990002","methylglyoxal reductase (NADPH) (acetol producing) activity","MF",2,0,1,1,0.242279458151993
"GO:0005250","A-type (transient outward) potassium channel activity","MF",3,0,1,1,0.340435301822401
"GO:0005242","inward rectifier potassium channel activity","MF",16,3,2,0.126170300147618,0.632750923226719
"GO:1902282","voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","MF",8,0,2,1,0.277932901677818
"GO:0015272","ATP-activated inward rectifier potassium channel activity","MF",2,0,1,1,0.242279458151993
"GO:0022840","leak channel activity","MF",11,2,1,0.212460021384446,0.78268208499092
"GO:0022841","potassium ion leak channel activity","MF",9,2,1,0.153949293588926,0.713146090139783
"GO:0022842","narrow pore channel activity","MF",11,2,1,0.212460021384446,0.78268208499092
"GO:0098782","mechanosensitive potassium channel activity","MF",2,0,0,1,1
"GO:0140135","mechanosensitive monoatomic cation channel activity","MF",6,0,1,1,0.565011609724336
"GO:0005252","open rectifier potassium channel activity","MF",1,0,0,1,1
"GO:0097603","temperature-gated ion channel activity","MF",2,0,0,1,1
"GO:0097604","temperature-gated cation channel activity","MF",1,0,0,1,1
"GO:0005227","calcium-activated cation channel activity","MF",19,4,1,0.0570178184691629,0.928440176530162
"GO:0015269","calcium-activated potassium channel activity","MF",9,2,0,0.153949293588926,1
"GO:0060072","large conductance calcium-activated potassium channel activity","MF",1,0,0,1,1
"GO:0016286","small conductance calcium-activated potassium channel activity","MF",4,1,0,0.279405988884611,1
"GO:0022894","intermediate conductance calcium-activated potassium channel activity","MF",1,1,0,0.0786466645387809,1
"GO:0038085","vascular endothelial growth factor binding","MF",5,0,2,1,0.128355917368491
"GO:0004454","ketohexokinase activity","MF",1,0,0,1,1
"GO:0008574","plus-end-directed microtubule motor activity","MF",17,1,2,0.751730408344668,0.666277137060781
"GO:0080025","phosphatidylinositol-3,5-bisphosphate binding","MF",27,2,2,0.638293079135442,0.88165992674037
"GO:0071532","ankyrin repeat binding","MF",6,1,0,0.388323538759607,1
"GO:0120170","intraciliary transport particle B binding","MF",7,0,3,1,0.0507340518120324
"GO:0099609","microtubule lateral binding","MF",2,0,0,1,1
"GO:1990935","splicing factor binding","MF",6,0,1,1,0.565011609724336
"GO:0004566","beta-glucuronidase activity","MF",2,2,0,0.00618067186205561,1
"GO:0001010","RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity","MF",1,0,0,1,1
"GO:0030280","structural constituent of skin epidermis","MF",24,0,8,1,0.00841358423204122
"GO:0019215","intermediate filament binding","MF",12,1,2,0.625925348879772,0.472836771008061
"GO:1990254","keratin filament binding","MF",5,1,2,0.336092779108362,0.128355917368491
"GO:0005078","MAP-kinase scaffold activity","MF",11,1,3,0.593970004948271,0.161847378143823
"GO:0003796","lysozyme activity","MF",3,1,1,0.217883340118557,0.340435301822401
"GO:0061783","peptidoglycan muralytic activity","MF",4,2,1,0.0333153938203955,0.425881398911046
"GO:0150043","structural constituent of synapse-associated extracellular matrix","MF",2,0,1,1,0.242279458151993
"GO:0042285","xylosyltransferase activity","MF",11,1,0,0.593970004948271,1
"GO:0003847","1-alkyl-2-acetylglycerophosphocholine esterase activity","MF",7,0,0,1,1
"GO:0004607","phosphatidylcholine-sterol O-acyltransferase activity","MF",1,0,0,1,1
"GO:0047179","platelet-activating factor acetyltransferase activity","MF",4,0,0,1,1
"GO:1903981","enterobactin binding","MF",1,0,0,1,1
"GO:0004457","lactate dehydrogenase activity","MF",3,0,1,1,0.340435301822401
"GO:0004459","L-lactate dehydrogenase activity","MF",2,0,0,1,1
"GO:0030229","very-low-density lipoprotein particle receptor activity","MF",4,2,0,0.0333153938203955,1
"GO:1990460","leptin receptor binding","MF",4,0,0,1,1
"GO:0038021","leptin receptor activity","MF",1,0,0,1,1
"GO:0033829","O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity","MF",3,1,1,0.217883340118557,0.340435301822401
"GO:0030395","lactose binding","MF",2,1,0,0.151112657215506,1
"GO:0048030","disaccharide binding","MF",4,1,2,0.279405988884611,0.0840970105564684
"GO:0070492","oligosaccharide binding","MF",10,1,5,0.559287279169741,0.00519585626542416
"GO:0019863","IgE binding","MF",1,0,1,1,0.129524417491222
"GO:0050785","advanced glycation end-product receptor activity","MF",1,0,1,1,0.129524417491222
"GO:0003909","DNA ligase activity","MF",3,0,0,1,1
"GO:0003910","DNA ligase (ATP) activity","MF",3,0,0,1,1
"GO:0016886","ligase activity, forming phosphoric ester bonds","MF",8,1,0,0.480789561781124,1
"GO:0042134","rRNA primary transcript binding","MF",5,0,1,1,0.500262769296684
"GO:0047376","all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity","MF",2,0,0,1,1
"GO:0120516","diacylglycerol lipase activity","MF",3,1,1,0.217883340118557,0.340435301822401
"GO:0045159","myosin II binding","MF",8,0,2,1,0.277932901677818
"GO:0160123","structural constituent of nuclear lamina","MF",2,0,0,1,1
"GO:0004298","threonine-type endopeptidase activity","MF",7,0,0,1,1
"GO:0048244","phytanoyl-CoA dioxygenase activity","MF",1,0,1,1,0.129524417491222
"GO:0005173","stem cell factor receptor binding","MF",4,0,1,1,0.425881398911046
"GO:0004720","protein-lysine 6-oxidase activity","MF",5,0,0,1,1
"GO:0052597","diamine oxidase activity","MF",6,0,0,1,1
"GO:0017129","triglyceride binding","MF",2,1,0,0.151112657215506,1
"GO:0016964","alpha-2 macroglobulin receptor activity","MF",1,0,1,1,0.129524417491222
"GO:0038025","reelin receptor activity","MF",2,1,0,0.151112657215506,1
"GO:0035473","lipase binding","MF",4,0,0,1,1
"GO:0000250","lanosterol synthase activity","MF",1,0,0,1,1
"GO:0031559","oxidosqualene cyclase activity","MF",1,0,0,1,1
"GO:0004463","leukotriene-A4 hydrolase activity","MF",1,0,0,1,1
"GO:0034701","tripeptidase activity","MF",1,0,0,1,1
"GO:0045148","tripeptide aminopeptidase activity","MF",1,0,0,1,1
"GO:0001632","leukotriene B4 receptor activity","MF",2,0,0,1,1
"GO:0004974","leukotriene receptor activity","MF",3,0,1,1,0.340435301822401
"GO:0050436","microfibril binding","MF",6,0,1,1,0.565011609724336
"GO:0140912","membrane destabilizing activity","MF",3,0,0,1,1
"GO:0004655","porphobilinogen synthase activity","MF",1,0,0,1,1
"GO:1904854","proteasome core complex binding","MF",1,0,0,1,1
"GO:0008191","metalloendopeptidase inhibitor activity","MF",12,1,3,0.625925348879772,0.196145314928256
"GO:0030550","acetylcholine receptor inhibitor activity","MF",10,1,6,0.559287279169741,0.00061729503204849
"GO:0098641","cadherin binding involved in cell-cell adhesion","MF",2,0,0,1,1
"GO:0002113","interleukin-33 binding","MF",1,0,0,1,1
"GO:0035662","Toll-like receptor 4 binding","MF",3,2,0,0.0175712914094027,1
"GO:0005128","erythropoietin receptor binding","MF",2,0,0,1,1
"GO:0008111","alpha-methylacyl-CoA racemase activity","MF",1,0,0,1,1
"GO:0016854","racemase and epimerase activity","MF",16,0,1,1,0.891454927314118
"GO:0043515","kinetochore binding","MF",6,0,0,1,1
"GO:0031962","nuclear mineralocorticoid receptor binding","MF",1,0,0,1,1
"GO:0032810","sterol response element binding","MF",3,0,0,1,1
"GO:0031005","filamin binding","MF",14,2,4,0.302720546457373,0.096808150783046
"GO:0070698","type I activin receptor binding","MF",1,0,1,1,0.129524417491222
"GO:0004559","alpha-mannosidase activity","MF",13,2,3,0.272618018517449,0.231975736027966
"GO:0004571","mannosyl-oligosaccharide 1,2-alpha-mannosidase activity","MF",7,2,1,0.0995750617502844,0.621374815795562
"GO:0015923","mannosidase activity","MF",14,2,4,0.302720546457373,0.096808150783046
"GO:0015924","mannosyl-oligosaccharide mannosidase activity","MF",9,2,2,0.153949293588926,0.328772796336038
"GO:0004572","mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity","MF",2,0,1,1,0.242279458151993
"GO:0008496","mannan endo-1,6-alpha-mannosidase activity","MF",1,0,1,1,0.129524417491222
"GO:0097621","monoamine oxidase activity","MF",3,0,2,1,0.0459677708111763
"GO:0000700","mismatch base pair DNA N-glycosylase activity","MF",5,0,0,1,1
"GO:0008263","pyrimidine-specific mismatch base pair DNA N-glycosylase activity","MF",3,0,0,1,1
"GO:0019104","DNA N-glycosylase activity","MF",13,0,1,1,0.835368187003256
"GO:0004977","melanocortin receptor activity","MF",1,0,0,1,1
"GO:0004978","corticotropin receptor activity","MF",1,0,0,1,1
"GO:0005545","1-phosphatidylinositol binding","MF",12,0,3,1,0.196145314928256
"GO:0019788","NEDD8 transferase activity","MF",7,0,0,1,1
"GO:0061663","NEDD8 ligase activity","MF",4,0,0,1,1
"GO:0008559","ABC-type xenobiotic transporter activity","MF",14,3,5,0.092002850877906,0.0264666457946613
"GO:0015420","ABC-type vitamin B12 transporter activity","MF",2,0,1,1,0.242279458151993
"GO:0015431","ABC-type glutathione S-conjugate transporter activity","MF",6,0,3,1,0.0320306177886214
"GO:0042910","xenobiotic transmembrane transporter activity","MF",26,6,7,0.0137182652132019,0.0428909743287778
"GO:0090482","vitamin transmembrane transporter activity","MF",26,4,8,0.143423364430194,0.0141171595731937
"GO:0033721","aldehyde dehydrogenase (NADP+) activity","MF",3,0,1,1,0.340435301822401
"GO:0102354","11-cis-retinol dehydrogenase activity","MF",3,0,0,1,1
"GO:0005294","neutral L-amino acid secondary active transmembrane transporter activity","MF",1,0,0,1,1
"GO:0015190","L-leucine transmembrane transporter activity","MF",6,3,1,0.00809852226455324,0.565011609724336
"GO:0015658","branched-chain amino acid transmembrane transporter activity","MF",9,4,1,0.00347755094035811,0.713146090139783
"GO:0017154","semaphorin receptor activity","MF",12,3,2,0.0624540197979292,0.472836771008061
"GO:0008174","mRNA methyltransferase activity","MF",13,0,1,1,0.835368187003256
"GO:0008176","tRNA (guanine(46)-N7)-methyltransferase activity","MF",1,0,0,1,1
"GO:0160090","internal mRNA (guanine-N7-)-methyltransferase activity","MF",1,0,0,1,1
"GO:0003827","alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","MF",1,1,0,0.0786466645387809,1
"GO:0003830","beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity","MF",1,0,1,1,0.129524417491222
"GO:0003908","methylated-DNA-[protein]-cysteine S-methyltransferase activity","MF",1,0,0,1,1
"GO:0004167","dopachrome isomerase activity","MF",1,0,0,1,1
"GO:0004446","inositol-hexakisphosphate phosphatase activity","MF",1,0,0,1,1
"GO:0008707","4-phytase activity","MF",1,0,0,1,1
"GO:0016158","3-phytase activity","MF",1,0,0,1,1
"GO:0030351","inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity","MF",2,0,0,1,1
"GO:0030352","inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity","MF",1,0,0,1,1
"GO:0034417","bisphosphoglycerate 3-phosphatase activity","MF",1,0,0,1,1
"GO:0052827","inositol pentakisphosphate phosphatase activity","MF",2,0,0,1,1
"GO:0030983","mismatched DNA binding","MF",11,0,1,1,0.78268208499092
"GO:0032137","guanine/thymine mispair binding","MF",3,0,0,1,1
"GO:0032404","mismatch repair complex binding","MF",11,0,0,1,1
"GO:0032407","MutSalpha complex binding","MF",7,0,0,1,1
"GO:0070012","oligopeptidase activity","MF",5,0,2,1,0.128355917368491
"GO:0016783","sulfurtransferase activity","MF",10,1,0,0.559287279169741,1
"GO:0030366","molybdopterin synthase activity","MF",1,0,0,1,1
"GO:0004470","malic enzyme activity","MF",3,1,1,0.217883340118557,0.340435301822401
"GO:0004473","malate dehydrogenase (decarboxylating) (NADP+) activity","MF",3,1,1,0.217883340118557,0.340435301822401
"GO:0008948","oxaloacetate decarboxylase activity","MF",4,1,1,0.279405988884611,0.425881398911046
"GO:0016615","malate dehydrogenase activity","MF",5,1,1,0.336092779108362,0.500262769296684
"GO:0030060","L-malate dehydrogenase (NAD+) activity","MF",2,0,0,1,1
"GO:0046554","L-malate dehydrogenase (NADP+) activity","MF",1,0,0,1,1
"GO:0047995","hydroxyphenylpyruvate reductase activity","MF",1,0,0,1,1
"GO:0032574","5'-3' RNA helicase activity","MF",2,0,0,1,1
"GO:0140911","pore-forming activity","MF",2,0,0,1,1
"GO:0038164","thrombopoietin receptor activity","MF",1,0,0,1,1
"GO:0032135","DNA insertion or deletion binding","MF",5,0,0,1,1
"GO:0032138","single base insertion or deletion binding","MF",4,0,0,1,1
"GO:0032139","dinucleotide insertion or deletion binding","MF",3,0,0,1,1
"GO:0032142","single guanine insertion binding","MF",3,0,0,1,1
"GO:0032143","single thymine insertion binding","MF",2,0,0,1,1
"GO:0032181","dinucleotide repeat insertion binding","MF",2,0,0,1,1
"GO:0032405","MutLalpha complex binding","MF",6,0,0,1,1
"GO:0008121","ubiquinol-cytochrome-c reductase activity","MF",5,1,0,0.336092779108362,1
"GO:0016679","oxidoreductase activity, acting on diphenols and related substances as donors","MF",6,1,0,0.388323538759607,1
"GO:0003954","NADH dehydrogenase activity","MF",22,2,1,0.525407645916404,0.952827250980587
"GO:0008137","NADH dehydrogenase (ubiquinone) activity","MF",18,2,0,0.419435014196582,1
"GO:0048039","ubiquinone binding","MF",6,3,0,0.00809852226455324,1
"GO:0046870","cadmium ion binding","MF",3,1,0,0.217883340118557,1
"GO:0005519","cytoskeletal regulatory protein binding","MF",4,0,2,1,0.0840970105564684
"GO:0140777","protein-containing complex stabilizing activity","MF",3,0,0,1,1
"GO:0140778","microtubule stabilizing activity","MF",1,0,0,1,1
"GO:0008413","8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity","MF",2,0,0,1,1
"GO:0008828","dATP diphosphatase activity","MF",1,0,0,1,1
"GO:0030515","snoRNA binding","MF",33,1,1,0.933194273980569,0.989772106138278
"GO:0035539","8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity","MF",2,0,0,1,1
"GO:0047693","ATP diphosphatase activity","MF",3,0,0,1,1
"GO:0106377","2-hydroxy-ATP hydrolase activity","MF",1,0,0,1,1
"GO:0106378","2-hydroxy-dATP hydrolase activity","MF",1,0,0,1,1
"GO:0106431","N6-methyl-(d)ATP hydrolase activity","MF",1,0,0,1,1
"GO:0106433","O6-methyl-dGTP hydrolase activity","MF",1,0,0,1,1
"GO:0004477","methenyltetrahydrofolate cyclohydrolase activity","MF",3,0,0,1,1
"GO:0004486","methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity","MF",4,0,1,1,0.425881398911046
"GO:0004487","methylenetetrahydrofolate dehydrogenase (NAD+) activity","MF",3,0,0,1,1
"GO:0004488","methylenetetrahydrofolate dehydrogenase (NADP+) activity","MF",4,0,1,1,0.425881398911046
"GO:0004489","methylenetetrahydrofolate reductase (NAD(P)H) activity","MF",1,0,0,1,1
"GO:0106313","methylenetetrahydrofolate reductase (NADPH) activity","MF",1,0,0,1,1
"GO:0004438","phosphatidylinositol-3-phosphate phosphatase activity","MF",15,1,3,0.707487423824014,0.306280182745701
"GO:0052629","phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity","MF",7,0,1,1,0.621374815795562
"GO:0052744","phosphatidylinositol monophosphate phosphatase activity","MF",17,1,4,0.751730408344668,0.1692796897348
"GO:0106018","phosphatidylinositol-3,5-bisphosphate phosphatase activity","MF",11,1,3,0.593970004948271,0.161847378143823
"GO:0120014","phospholipid transfer activity","MF",21,0,4,1,0.285423428304562
"GO:0120016","sphingolipid transfer activity","MF",7,0,2,1,0.226832373296983
"GO:0120017","ceramide transfer activity","MF",6,0,2,1,0.176518567158426
"GO:0120019","phosphatidylcholine transfer activity","MF",6,0,1,1,0.565011609724336
"GO:0140344","triglyceride transfer activity","MF",1,0,0,1,1
"GO:1902388","ceramide 1-phosphate transfer activity","MF",4,0,1,1,0.425881398911046
"GO:1904121","phosphatidylethanolamine transfer activity","MF",4,0,1,1,0.425881398911046
"GO:1903135","cupric ion binding","MF",4,1,0,0.279405988884611,1
"GO:0019871","sodium channel inhibitor activity","MF",6,0,1,1,0.565011609724336
"GO:0004494","methylmalonyl-CoA mutase activity","MF",1,1,0,0.0786466645387809,1
"GO:0031419","cobalamin binding","MF",8,2,0,0.126059346954752,1
"GO:0004496","mevalonate kinase activity","MF",1,0,0,1,1
"GO:1905761","SCF ubiquitin ligase complex binding","MF",2,1,0,0.151112657215506,1
"GO:0005121","Toll binding","MF",1,0,0,1,1
"GO:0070976","TIR domain binding","MF",2,0,0,1,1
"GO:0031762","follicle-stimulating hormone receptor binding","MF",3,0,1,1,0.340435301822401
"GO:0060002","plus-end directed microfilament motor activity","MF",2,0,0,1,1
"GO:0008456","alpha-N-acetylgalactosaminidase activity","MF",1,0,0,1,1
"GO:0005483","soluble NSF attachment protein activity","MF",3,0,0,1,1
"GO:0004060","arylamine N-acetyltransferase activity","MF",1,0,0,1,1
"GO:0046990","N-hydroxyarylamine O-acetyltransferase activity","MF",1,0,0,1,1
"GO:0016015","morphogen activity","MF",2,0,1,1,0.242279458151993
"GO:0035368","selenocysteine insertion sequence binding","MF",7,1,0,0.436448284927828,1
"GO:0044547","DNA topoisomerase binding","MF",4,0,0,1,1
"GO:1990631","ErbB-4 class receptor binding","MF",2,0,0,1,1
"GO:0010181","FMN binding","MF",11,1,1,0.593970004948271,0.78268208499092
"GO:0050815","phosphoserine residue binding","MF",12,0,1,1,0.810849840807543
"GO:0050816","phosphothreonine residue binding","MF",4,0,0,1,1
"GO:0004308","exo-alpha-sialidase activity","MF",3,0,0,1,1
"GO:0016997","alpha-sialidase activity","MF",3,0,0,1,1
"GO:0045183","translation factor activity, non-nucleic acid binding","MF",3,0,0,1,1
"GO:0031071","cysteine desulfurase activity","MF",1,0,0,1,1
"GO:0048406","nerve growth factor binding","MF",7,1,1,0.436448284927828,0.621374815795562
"GO:0070678","preprotein binding","MF",3,0,0,1,1
"GO:0016018","cyclosporin A binding","MF",13,2,0,0.272618018517449,1
"GO:0097162","MADS box domain binding","MF",1,0,0,1,1
"GO:0004705","JUN kinase activity","MF",13,3,1,0.0765988392154018,0.835368187003256
"GO:0004707","MAP kinase activity","MF",15,3,1,0.108562991799428,0.875285927058656
"GO:0000155","phosphorelay sensor kinase activity","MF",1,0,0,1,1
"GO:0004673","protein histidine kinase activity","MF",1,0,0,1,1
"GO:0003955","NAD(P)H dehydrogenase (quinone) activity","MF",5,0,1,1,0.500262769296684
"GO:0004784","superoxide dismutase activity","MF",5,0,1,1,0.500262769296684
"GO:0008753","NADPH dehydrogenase (quinone) activity","MF",4,0,1,1,0.425881398911046
"GO:0016721","oxidoreductase activity, acting on superoxide radicals as acceptor","MF",5,0,1,1,0.500262769296684
"GO:0050136","NADH:ubiquinone reductase (non-electrogenic) activity","MF",1,0,1,1,0.129524417491222
"GO:0001512","dihydronicotinamide riboside quinone reductase activity","MF",1,0,0,1,1
"GO:1904408","melatonin binding","MF",1,0,0,1,1
"GO:1905594","resveratrol binding","MF",1,0,0,1,1
"GO:0004379","glycylpeptide N-tetradecanoyltransferase activity","MF",2,0,0,1,1
"GO:0018030","peptidyl-lysine N6-myristoyltransferase activity","MF",2,0,0,1,1
"GO:0019107","myristoyltransferase activity","MF",12,1,2,0.625925348879772,0.472836771008061
"GO:0008112","nicotinamide N-methyltransferase activity","MF",1,0,0,1,1
"GO:0008750","proton-translocating NAD(P)+ transhydrogenase activity","MF",1,0,0,1,1
"GO:0032977","membrane insertase activity","MF",17,0,0,1,1
"GO:0004517","nitric-oxide synthase activity","MF",2,0,1,1,0.242279458151993
"GO:0008603","cAMP-dependent protein kinase regulator activity","MF",10,0,3,1,0.129613613956377
"GO:0034617","tetrahydrobiopterin binding","MF",3,0,1,1,0.340435301822401
"GO:0034618","arginine binding","MF",6,1,1,0.388323538759607,0.565011609724336
"GO:0140852","histone ubiquitin ligase activity","MF",11,0,0,1,1
"GO:0141055","histone H3 ubiquitin ligase activity","MF",1,0,0,1,1
"GO:0001515","opioid peptide activity","MF",4,0,0,1,1
"GO:0016941","natriuretic peptide receptor activity","MF",3,0,2,1,0.0459677708111763
"GO:0001601","peptide YY receptor activity","MF",1,0,0,1,1
"GO:0001602","pancreatic polypeptide receptor activity","MF",1,0,0,1,1
"GO:0005381","iron ion transmembrane transporter activity","MF",10,2,1,0.182860440523818,0.750322034385208
"GO:0005384","manganese ion transmembrane transporter activity","MF",8,3,0,0.0201222061368812,1
"GO:0015086","cadmium ion transmembrane transporter activity","MF",3,1,0,0.217883340118557,1
"GO:0051139","metal cation:proton antiporter activity","MF",20,5,2,0.0170725900422472,0.752120174319647
"GO:0140828","metal cation:monoatomic cation antiporter activity","MF",29,7,2,0.00613347429267439,0.905048403918176
"GO:0015087","cobalt ion transmembrane transporter activity","MF",3,1,0,0.217883340118557,1
"GO:0015093","ferrous iron transmembrane transporter activity","MF",6,1,1,0.388323538759607,0.565011609724336
"GO:0015094","lead ion transmembrane transporter activity","MF",1,1,0,0.0786466645387809,1
"GO:0015099","nickel cation transmembrane transporter activity","MF",2,1,0,0.151112657215506,1
"GO:0015100","vanadium ion transmembrane transporter activity","MF",1,1,0,0.0786466645387809,1
"GO:0015295","solute:proton symporter activity","MF",16,4,0,0.0322646556239421,1
"GO:0051371","muscle alpha-actinin binding","MF",12,2,3,0.24246122170175,0.196145314928256
"GO:0042799","histone H4K20 methyltransferase activity","MF",7,0,0,1,1
"GO:0046975","histone H3K36 methyltransferase activity","MF",13,0,0,1,1
"GO:0140954","histone H3K36 dimethyltransferase activity","MF",4,0,0,1,1
"GO:0000252","3-beta-hydroxysteroid dehydrogenase [NAD(P)+]/C4-decarboxylase activity","MF",1,0,0,1,1
"GO:0102175","3-beta-hydroxysteroid dehydrogenase (NAD+)/C4-decarboxylase activity","MF",1,0,0,1,1
"GO:0032051","clathrin light chain binding","MF",4,0,1,1,0.425881398911046
"GO:0008418","protein-N-terminal asparagine amidohydrolase activity","MF",2,0,0,1,1
"GO:0005166","neurotrophin p75 receptor binding","MF",5,0,0,1,1
"GO:0000702","oxidized base lesion DNA N-glycosylase activity","MF",4,0,0,1,1
"GO:0000703","oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity","MF",2,0,0,1,1
"GO:0140078","class I DNA-(apurinic or apyrimidinic site) endonuclease activity","MF",8,0,1,1,0.670437946383811
"GO:0008330","protein tyrosine/threonine phosphatase activity","MF",9,0,2,1,0.328772796336038
"GO:0033550","MAP kinase tyrosine phosphatase activity","MF",6,0,2,1,0.176518567158426
"GO:0017056","structural constituent of nuclear pore","MF",20,1,0,0.805878239146507,1
"GO:0004791","thioredoxin-disulfide reductase (NADPH) activity","MF",5,0,0,1,1
"GO:0047134","protein-disulfide reductase [NAD(P)H] activity","MF",8,0,0,1,1
"GO:0004587","ornithine aminotransferase activity","MF",1,0,0,1,1
"GO:0008073","ornithine decarboxylase inhibitor activity","MF",2,0,0,1,1
"GO:0042979","ornithine decarboxylase regulator activity","MF",4,0,1,1,0.425881398911046
"GO:0004586","ornithine decarboxylase activity","MF",2,0,0,1,1
"GO:0004591","oxoglutarate dehydrogenase (succinyl-transferring) activity","MF",3,1,0,0.217883340118557,1
