"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0015988","energy coupled proton transmembrane transport, against electrochemical gradient","BP",4,0,0,1,1
"GO:0015990","electron transport coupled proton transport","BP",4,0,0,1,1
"GO:0030150","protein import into mitochondrial matrix","BP",18,0,1,1,0.564188598178355
"GO:0010257","NADH dehydrogenase complex assembly","BP",63,0,0,1,1
"GO:0032981","mitochondrial respiratory chain complex I assembly","BP",63,0,0,1,1
"GO:0046687","response to chromate","BP",2,0,0,1,1
"GO:0071247","cellular response to chromate","BP",1,0,0,1,1
"GO:0099642","retrograde axonal protein transport","BP",2,1,0,0.0512895526777291,1
"GO:1902816","regulation of protein localization to microtubule","BP",5,1,1,0.123345109180533,0.205950223636709
"GO:1902817","negative regulation of protein localization to microtubule","BP",5,1,1,0.123345109180533,0.205950223636709
"GO:0051913","regulation of synaptic plasticity by chemical substance","BP",1,0,0,1,1
"GO:0051914","positive regulation of synaptic plasticity by chemical substance","BP",1,0,0,1,1
"GO:0051915","induction of synaptic plasticity by chemical substance","BP",1,0,0,1,1
"GO:1902805","positive regulation of synaptic vesicle transport","BP",2,0,0,1,1
"GO:1903744","positive regulation of anterograde synaptic vesicle transport","BP",2,0,0,1,1
"GO:0051012","microtubule sliding","BP",3,0,0,1,1
"GO:0090258","negative regulation of mitochondrial fission","BP",8,1,0,0.189940392096143,1
"GO:1902474","positive regulation of protein localization to synapse","BP",5,1,0,0.123345109180533,1
"GO:1904428","negative regulation of tubulin deacetylation","BP",6,1,0,0.146129179459175,1
"GO:0009086","methionine biosynthetic process","BP",10,0,0,1,1
"GO:1902902","negative regulation of autophagosome assembly","BP",13,1,0,0.289905688347366,1
"GO:1902389","ceramide 1-phosphate transport","BP",2,0,0,1,1
"GO:0048874","host-mediated regulation of intestinal microbiota composition","BP",6,0,0,1,1
"GO:0048227","plasma membrane to endosome transport","BP",7,1,0,0.168322513896886,1
"GO:1902071","regulation of hypoxia-inducible factor-1alpha signaling pathway","BP",3,0,0,1,1
"GO:1902072","negative regulation of hypoxia-inducible factor-1alpha signaling pathway","BP",2,0,0,1,1
"GO:1905749","regulation of endosome to plasma membrane protein transport","BP",5,0,0,1,1
"GO:1905751","positive regulation of endosome to plasma membrane protein transport","BP",3,0,0,1,1
"GO:0071108","protein K48-linked deubiquitination","BP",25,0,1,1,0.684564099014096
"GO:0006104","succinyl-CoA metabolic process","BP",10,0,1,1,0.36953246936073
"GO:0019541","propionate metabolic process","BP",5,0,0,1,1
"GO:0019678","propionate metabolic process, methylmalonyl pathway","BP",1,0,0,1,1
"GO:1901290","succinyl-CoA biosynthetic process","BP",1,0,0,1,1
"GO:0009240","isopentenyl diphosphate biosynthetic process","BP",4,2,0,0.0039025780969923,1
"GO:0019287","isopentenyl diphosphate biosynthetic process, mevalonate pathway","BP",3,1,0,0.0759416086095535,1
"GO:0046490","isopentenyl diphosphate metabolic process","BP",4,2,0,0.0039025780969923,1
"GO:1904899","positive regulation of hepatic stellate cell proliferation","BP",4,0,1,1,0.168464490295855
"GO:2000845","positive regulation of testosterone secretion","BP",4,0,0,1,1
"GO:0140541","piRNA transcription","BP",1,0,0,1,1
"GO:0140542","regulation of piRNA transcription","BP",1,0,0,1,1
"GO:0140543","positive regulation of piRNA transcription","BP",1,0,0,1,1
"GO:0031034","myosin filament assembly","BP",4,0,0,1,1
"GO:0006848","pyruvate transport","BP",8,0,0,1,1
"GO:0046722","lactic acid secretion","BP",2,0,0,1,1
"GO:0072185","metanephric cap development","BP",2,0,0,1,1
"GO:0072186","metanephric cap morphogenesis","BP",2,0,0,1,1
"GO:0090094","metanephric cap mesenchymal cell proliferation involved in metanephros development","BP",2,0,0,1,1
"GO:0090095","regulation of metanephric cap mesenchymal cell proliferation","BP",1,0,0,1,1
"GO:0090096","positive regulation of metanephric cap mesenchymal cell proliferation","BP",1,0,0,1,1
"GO:1903862","positive regulation of oxidative phosphorylation","BP",3,0,0,1,1
"GO:1904699","positive regulation of acinar cell proliferation","BP",1,0,0,1,1
"GO:0036496","regulation of translational initiation by eIF2 alpha dephosphorylation","BP",1,0,0,1,1
"GO:0002238","response to molecule of fungal origin","BP",3,0,1,1,0.129211744250714
"GO:0009682","induced systemic resistance","BP",1,0,0,1,1
"GO:0034146","toll-like receptor 5 signaling pathway","BP",3,0,0,1,1
"GO:0038124","toll-like receptor TLR6:TLR2 signaling pathway","BP",4,0,1,1,0.168464490295855
"GO:0030241","skeletal muscle myosin thick filament assembly","BP",2,0,0,1,1
"GO:0071688","striated muscle myosin thick filament assembly","BP",2,0,0,1,1
"GO:0032959","inositol trisphosphate biosynthetic process","BP",9,0,0,1,1
"GO:0032960","regulation of inositol trisphosphate biosynthetic process","BP",5,0,0,1,1
"GO:0032962","positive regulation of inositol trisphosphate biosynthetic process","BP",5,0,0,1,1
"GO:0042699","follicle-stimulating hormone signaling pathway","BP",5,0,0,1,1
"GO:0051295","establishment of meiotic spindle localization","BP",6,0,1,1,0.241748380859728
"GO:0060467","negative regulation of fertilization","BP",3,0,0,1,1
"GO:0060468","prevention of polyspermy","BP",3,0,0,1,1
"GO:0060471","cortical granule exocytosis","BP",1,0,0,1,1
"GO:0070650","actin filament bundle distribution","BP",3,0,0,1,1
"GO:0080154","regulation of fertilization","BP",10,1,0,0.231508937028105,1
"GO:1900756","protein processing in phagocytic vesicle","BP",2,1,0,0.0512895526777291,1
"GO:1903918","regulation of actin filament severing","BP",1,0,0,1,1
"GO:1903919","negative regulation of actin filament severing","BP",1,0,0,1,1
"GO:1903921","regulation of protein processing in phagocytic vesicle","BP",2,1,0,0.0512895526777291,1
"GO:1903923","positive regulation of protein processing in phagocytic vesicle","BP",2,1,0,0.0512895526777291,1
"GO:0030049","muscle filament sliding","BP",7,0,0,1,1
"GO:0030050","vesicle transport along actin filament","BP",6,0,0,1,1
"GO:0099515","actin filament-based transport","BP",9,1,0,0.210997699397469,1
"GO:0051643","endoplasmic reticulum localization","BP",10,0,1,1,0.36953246936073
"GO:0051686","establishment of ER localization","BP",1,0,0,1,1
"GO:0099089","establishment of endoplasmic reticulum localization to postsynapse","BP",1,0,0,1,1
"GO:0050957","equilibrioception","BP",2,0,0,1,1
"GO:1904970","brush border assembly","BP",5,0,0,1,1
"GO:0002074","extraocular skeletal muscle development","BP",1,0,0,1,1
"GO:0016480","negative regulation of transcription by RNA polymerase III","BP",5,0,0,1,1
"GO:1905551","negative regulation of protein localization to endoplasmic reticulum","BP",2,0,0,1,1
"GO:0016045","detection of bacterium","BP",12,1,1,0.270949346694301,0.425116882792849
"GO:0098543","detection of other organism","BP",12,1,1,0.270949346694301,0.425116882792849
"GO:0010807","regulation of synaptic vesicle priming","BP",14,0,0,1,1
"GO:0016082","synaptic vesicle priming","BP",27,0,1,1,0.712400183729329
"GO:0035494","SNARE complex disassembly","BP",3,0,0,1,1
"GO:0038098","sequestering of BMP from receptor via BMP binding","BP",3,0,0,1,1
"GO:0090027","negative regulation of monocyte chemotaxis","BP",5,0,0,1,1
"GO:0001927","exocyst assembly","BP",2,0,0,1,1
"GO:0001928","regulation of exocyst assembly","BP",2,0,0,1,1
"GO:0006742","NADP catabolic process","BP",5,0,0,1,1
"GO:0070946","neutrophil-mediated killing of gram-positive bacterium","BP",2,0,0,1,1
"GO:1903677","regulation of cap-independent translational initiation","BP",3,0,0,1,1
"GO:1903679","positive regulation of cap-independent translational initiation","BP",3,0,0,1,1
"GO:1903912","negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation","BP",4,0,0,1,1
"GO:1901836","regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP",15,0,1,1,0.499452875685765
"GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP",10,0,1,1,0.36953246936073
"GO:2000232","regulation of rRNA processing","BP",16,1,5,0.343875009419497,0.00052862915550572
"GO:0000409","regulation of transcription by galactose","BP",1,0,0,1,1
"GO:0000411","positive regulation of transcription by galactose","BP",1,0,0,1,1
"GO:0000429","carbon catabolite regulation of transcription from RNA polymerase II promoter","BP",8,0,0,1,1
"GO:0000431","regulation of transcription from RNA polymerase II promoter by galactose","BP",1,0,0,1,1
"GO:0000435","positive regulation of transcription from RNA polymerase II promoter by galactose","BP",1,0,0,1,1
"GO:0000436","carbon catabolite activation of transcription from RNA polymerase II promoter","BP",7,0,0,1,1
"GO:0002154","thyroid hormone receptor signaling pathway","BP",7,1,0,0.168322513896886,1
"GO:0002155","regulation of thyroid hormone receptor signaling pathway","BP",6,1,0,0.146129179459175,1
"GO:0045924","regulation of female receptivity","BP",6,1,1,0.146129179459175,0.241748380859728
"GO:0045925","positive regulation of female receptivity","BP",3,0,0,1,1
"GO:0045990","carbon catabolite regulation of transcription","BP",9,0,0,1,1
"GO:0045991","carbon catabolite activation of transcription","BP",8,0,0,1,1
"GO:0060180","female mating behavior","BP",9,1,1,0.210997699397469,0.339759220087731
"GO:0097601","retina blood vessel maintenance","BP",2,0,0,1,1
"GO:0014876","response to injury involved in regulation of muscle adaptation","BP",2,0,0,1,1
"GO:0071691","cardiac muscle thin filament assembly","BP",3,0,0,1,1
"GO:0044111","formation of structure involved in a symbiotic process","BP",1,0,0,1,1
"GO:0046755","viral budding","BP",20,0,1,1,0.60263057954431
"GO:0140250","regulation protein catabolic process at synapse","BP",14,0,0,1,1
"GO:0140252","regulation protein catabolic process at postsynapse","BP",10,0,0,1,1
"GO:1903126","negative regulation of centriole-centriole cohesion","BP",1,0,1,1,0.0450686243217363
"GO:0030842","regulation of intermediate filament depolymerization","BP",1,0,1,1,0.0450686243217363
"GO:0030844","positive regulation of intermediate filament depolymerization","BP",1,0,1,1,0.0450686243217363
"GO:0045105","intermediate filament polymerization or depolymerization","BP",2,0,1,1,0.0881088152837416
"GO:0045106","intermediate filament depolymerization","BP",1,0,1,1,0.0450686243217363
"GO:0045108","regulation of intermediate filament polymerization or depolymerization","BP",1,0,1,1,0.0450686243217363
"GO:0021764","amygdala development","BP",4,0,0,1,1
"GO:0033027","positive regulation of mast cell apoptotic process","BP",1,0,0,1,1
"GO:0035021","negative regulation of Rac protein signal transduction","BP",3,0,0,1,1
"GO:0061534","gamma-aminobutyric acid secretion, neurotransmission","BP",3,0,0,1,1
"GO:0060854","branching involved in lymph vessel morphogenesis","BP",3,0,0,1,1
"GO:0140742","lncRNA transcription","BP",3,1,0,0.0759416086095535,1
"GO:0000087","mitotic M phase","BP",2,0,1,1,0.0881088152837416
"GO:0000089","mitotic metaphase","BP",2,0,1,1,0.0881088152837416
"GO:0042883","cysteine transport","BP",4,0,1,1,0.168464490295855
"GO:0098763","mitotic cell cycle phase","BP",3,0,1,1,0.129211744250714
"GO:1903353","regulation of nucleus organization","BP",1,0,0,1,1
"GO:0021780","glial cell fate specification","BP",5,0,0,1,1
"GO:0021960","anterior commissure morphogenesis","BP",6,1,1,0.146129179459175,0.241748380859728
"GO:2000790","regulation of mesenchymal cell proliferation involved in lung development","BP",2,0,0,1,1
"GO:2000791","negative regulation of mesenchymal cell proliferation involved in lung development","BP",2,0,0,1,1
"GO:2000795","negative regulation of epithelial cell proliferation involved in lung morphogenesis","BP",1,0,0,1,1
"GO:1904629","response to diterpene","BP",1,0,0,1,1
"GO:1904630","cellular response to diterpene","BP",1,0,0,1,1
"GO:1904631","response to glucoside","BP",2,0,1,1,0.0881088152837416
"GO:1904632","cellular response to glucoside","BP",1,0,0,1,1
"GO:0042942","D-serine transmembrane transport","BP",2,0,0,1,1
"GO:0051388","positive regulation of neurotrophin TRK receptor signaling pathway","BP",8,0,0,1,1
"GO:0062036","sensory perception of hot stimulus","BP",2,1,0,0.0512895526777291,1
"GO:1903588","negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",5,0,0,1,1
"GO:0051418","microtubule nucleation by microtubule organizing center","BP",5,0,0,1,1
"GO:0090222","centrosome-templated microtubule nucleation","BP",2,0,0,1,1
"GO:2001206","positive regulation of osteoclast development","BP",4,0,1,1,0.168464490295855
"GO:0000413","protein peptidyl-prolyl isomerization","BP",13,0,0,1,1
"GO:0035260","internal genitalia morphogenesis","BP",1,0,0,1,1
"GO:0035935","androgen secretion","BP",1,0,0,1,1
"GO:2000834","regulation of androgen secretion","BP",1,0,0,1,1
"GO:2000836","positive regulation of androgen secretion","BP",1,0,0,1,1
"GO:0006183","GTP biosynthetic process","BP",11,0,3,1,0.0114642159673244
"GO:0006228","UTP biosynthetic process","BP",8,0,2,1,0.0474043648865066
"GO:0006231","dTMP biosynthetic process","BP",7,0,3,1,0.00278385078980132
"GO:0006241","CTP biosynthetic process","BP",11,0,3,1,0.0114642159673244
"GO:0009147","pyrimidine nucleoside triphosphate metabolic process","BP",21,0,5,1,0.00204206986281543
"GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","BP",16,0,4,1,0.00482348792424101
"GO:0009176","pyrimidine deoxyribonucleoside monophosphate metabolic process","BP",15,0,4,1,0.00374977323205719
"GO:0009177","pyrimidine deoxyribonucleoside monophosphate biosynthetic process","BP",7,0,3,1,0.00278385078980132
"GO:0009208","pyrimidine ribonucleoside triphosphate metabolic process","BP",15,0,3,1,0.0276525256256231
"GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process","BP",12,0,3,1,0.0147806571366211
"GO:0009219","pyrimidine deoxyribonucleotide metabolic process","BP",20,0,5,1,0.00161510240128657
"GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","BP",11,0,3,1,0.0114642159673244
"GO:0046036","CTP metabolic process","BP",13,0,3,1,0.0185816508488286
"GO:0046051","UTP metabolic process","BP",10,0,2,1,0.0717999766307464
"GO:0046073","dTMP metabolic process","BP",13,0,3,1,0.0185816508488286
"GO:0000160","phosphorelay signal transduction system","BP",1,0,0,1,1
"GO:0042360","vitamin E metabolic process","BP",4,0,0,1,1
"GO:1905395","response to flavonoid","BP",4,0,0,1,1
"GO:1901662","quinone catabolic process","BP",1,0,0,1,1
"GO:0006498","N-terminal protein lipidation","BP",6,0,0,1,1
"GO:0006499","N-terminal protein myristoylation","BP",4,0,0,1,1
"GO:0018008","N-terminal peptidyl-glycine N-myristoylation","BP",2,0,0,1,1
"GO:0018201","peptidyl-glycine modification","BP",3,0,0,1,1
"GO:0018377","protein myristoylation","BP",4,0,0,1,1
"GO:0006769","nicotinamide metabolic process","BP",1,0,0,1,1
"GO:0009820","alkaloid metabolic process","BP",2,0,0,1,1
"GO:0010726","positive regulation of hydrogen peroxide metabolic process","BP",7,1,1,0.168322513896886,0.275934832300627
"GO:1903285","positive regulation of hydrogen peroxide catabolic process","BP",1,0,0,1,1
"GO:2000295","regulation of hydrogen peroxide catabolic process","BP",1,0,0,1,1
"GO:0045050","protein insertion into ER membrane by stop-transfer membrane-anchor sequence","BP",11,0,0,1,1
"GO:0021999","neural plate anterior/posterior regionalization","BP",6,0,1,1,0.241748380859728
"GO:0062044","negative regulation of cardiac epithelial to mesenchymal transition","BP",2,0,1,1,0.0881088152837416
"GO:0090193","positive regulation of glomerulus development","BP",3,0,1,1,0.129211744250714
"GO:0038097","positive regulation of mast cell activation by Fc-epsilon receptor signaling pathway","BP",1,0,0,1,1
"GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","BP",3,0,0,1,1
"GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","BP",3,0,0,1,1
"GO:0014806","smooth muscle hyperplasia","BP",1,0,0,1,1
"GO:0003169","coronary vein morphogenesis","BP",2,0,1,1,0.0881088152837416
"GO:0003178","coronary sinus valve development","BP",1,0,0,1,1
"GO:0003182","coronary sinus valve morphogenesis","BP",1,0,0,1,1
"GO:0003192","mitral valve formation","BP",4,0,0,1,1
"GO:0003213","cardiac right atrium morphogenesis","BP",1,0,0,1,1
"GO:0003219","cardiac right ventricle formation","BP",2,0,0,1,1
"GO:0003270","Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation","BP",1,0,0,1,1
"GO:0003332","negative regulation of extracellular matrix constituent secretion","BP",3,0,0,1,1
"GO:0007221","positive regulation of transcription of Notch receptor target","BP",6,0,0,1,1
"GO:0009957","epidermal cell fate specification","BP",4,0,0,1,1
"GO:0046532","regulation of photoreceptor cell differentiation","BP",4,0,0,1,1
"GO:0046533","negative regulation of photoreceptor cell differentiation","BP",4,0,0,1,1
"GO:0060354","negative regulation of cell adhesion molecule production","BP",3,0,0,1,1
"GO:0060843","venous endothelial cell differentiation","BP",1,0,0,1,1
"GO:0061314","Notch signaling involved in heart development","BP",2,0,0,1,1
"GO:0061344","regulation of cell adhesion involved in heart morphogenesis","BP",3,0,0,1,1
"GO:0071228","cellular response to tumor cell","BP",4,0,0,1,1
"GO:1901187","regulation of ephrin receptor signaling pathway","BP",3,0,0,1,1
"GO:1901189","positive regulation of ephrin receptor signaling pathway","BP",2,0,0,1,1
"GO:2001027","negative regulation of endothelial cell chemotaxis","BP",2,0,0,1,1
"GO:0035622","intrahepatic bile duct development","BP",3,0,0,1,1
"GO:0016180","snRNA processing","BP",33,0,2,1,0.441832559274966
"GO:0034472","snRNA 3'-end processing","BP",21,0,0,1,1
"GO:1904057","negative regulation of sensory perception of pain","BP",2,0,0,1,1
"GO:2000900","cyclodextrin metabolic process","BP",1,0,0,1,1
"GO:0000055","ribosomal large subunit export from nucleus","BP",8,0,1,1,0.308582041931216
"GO:0000056","ribosomal small subunit export from nucleus","BP",8,0,0,1,1
"GO:0010825","positive regulation of centrosome duplication","BP",6,0,0,1,1
"GO:0044387","negative regulation of protein kinase activity by regulation of protein phosphorylation","BP",10,2,0,0.0263965607217495,1
"GO:0060699","regulation of endoribonuclease activity","BP",2,0,0,1,1
"GO:0060700","regulation of ribonuclease activity","BP",8,1,0,0.189940392096143,1
"GO:0060735","regulation of eIF2 alpha phosphorylation by dsRNA","BP",1,0,0,1,1
"GO:1902629","regulation of mRNA stability involved in cellular response to UV","BP",1,0,0,1,1
"GO:0001549","cumulus cell differentiation","BP",2,0,0,1,1
"GO:0035482","gastric motility","BP",5,0,0,1,1
"GO:0035483","gastric emptying","BP",3,0,0,1,1
"GO:0044558","uterine smooth muscle relaxation","BP",2,0,0,1,1
"GO:0060014","granulosa cell differentiation","BP",2,0,0,1,1
"GO:0061939","c-di-GMP signaling","BP",2,0,0,1,1
"GO:1900194","negative regulation of oocyte maturation","BP",4,0,1,1,0.168464490295855
"GO:1900719","regulation of uterine smooth muscle relaxation","BP",2,0,0,1,1
"GO:1900721","positive regulation of uterine smooth muscle relaxation","BP",2,0,0,1,1
"GO:1901080","regulation of relaxation of smooth muscle","BP",4,0,0,1,1
"GO:1901082","positive regulation of relaxation of smooth muscle","BP",3,0,0,1,1
"GO:0090186","regulation of pancreatic juice secretion","BP",8,1,0,0.189940392096143,1
"GO:0090187","positive regulation of pancreatic juice secretion","BP",3,1,0,0.0759416086095535,1
"GO:0002309","T cell proliferation involved in immune response","BP",5,0,1,1,0.205950223636709
"GO:0015691","cadmium ion transport","BP",6,0,0,1,1
"GO:0015707","nitrite transport","BP",1,0,0,1,1
"GO:0032632","interleukin-3 production","BP",2,0,0,1,1
"GO:0070574","cadmium ion transmembrane transport","BP",6,0,0,1,1
"GO:0071585","detoxification of cadmium ion","BP",4,0,0,1,1
"GO:0098849","cellular detoxification of cadmium ion","BP",3,0,0,1,1
"GO:0140961","cellular detoxification of metal ion","BP",3,0,0,1,1
"GO:1990170","stress response to cadmium ion","BP",4,0,0,1,1
"GO:0006824","cobalt ion transport","BP",7,0,0,1,1
"GO:0015675","nickel cation transport","BP",3,0,0,1,1
"GO:0015676","vanadium ion transport","BP",1,0,0,1,1
"GO:0015679","plasma membrane copper ion transport","BP",3,0,0,1,1
"GO:0015692","lead ion transport","BP",1,0,0,1,1
"GO:0098705","copper ion import across plasma membrane","BP",3,0,0,1,1
"GO:0048642","negative regulation of skeletal muscle tissue development","BP",6,0,0,1,1
"GO:0021559","trigeminal nerve development","BP",5,1,1,0.123345109180533,0.205950223636709
"GO:0021636","trigeminal nerve morphogenesis","BP",4,1,1,0.0999546187804073,0.168464490295855
"GO:0021637","trigeminal nerve structural organization","BP",4,1,1,0.0999546187804073,0.168464490295855
"GO:0021648","vestibulocochlear nerve morphogenesis","BP",3,0,0,1,1
"GO:0021649","vestibulocochlear nerve structural organization","BP",2,0,0,1,1
"GO:0021785","branchiomotor neuron axon guidance","BP",5,1,1,0.123345109180533,0.205950223636709
"GO:0021828","gonadotrophin-releasing hormone neuronal migration to the hypothalamus","BP",6,0,0,1,1
"GO:0021855","hypothalamus cell migration","BP",6,0,0,1,1
"GO:0021856","hypothalamic tangential migration using cell-axon interactions","BP",6,0,0,1,1
"GO:0021886","hypothalamus gonadotrophin-releasing hormone neuron differentiation","BP",7,0,0,1,1
"GO:0021888","hypothalamus gonadotrophin-releasing hormone neuron development","BP",7,0,0,1,1
"GO:0035441","cell migration involved in vasculogenesis","BP",4,0,0,1,1
"GO:0036486","ventral trunk neural crest cell migration","BP",3,1,0,0.0759416086095535,1
"GO:0038190","VEGF-activated neuropilin signaling pathway","BP",2,0,1,1,0.0881088152837416
"GO:0060666","dichotomous subdivision of terminal units involved in salivary gland branching","BP",4,0,0,1,1
"GO:0060980","cell migration involved in coronary vasculogenesis","BP",1,0,0,1,1
"GO:0061441","renal artery morphogenesis","BP",2,0,0,1,1
"GO:0061551","trigeminal ganglion development","BP",3,0,0,1,1
"GO:0061552","ganglion morphogenesis","BP",2,0,0,1,1
"GO:0097374","sensory neuron axon guidance","BP",3,0,0,1,1
"GO:0097490","sympathetic neuron projection extension","BP",4,1,0,0.0999546187804073,1
"GO:0097491","sympathetic neuron projection guidance","BP",3,1,0,0.0759416086095535,1
"GO:0150018","basal dendrite development","BP",2,0,0,1,1
"GO:0150019","basal dendrite morphogenesis","BP",2,0,0,1,1
"GO:0150020","basal dendrite arborization","BP",2,0,0,1,1
"GO:1903375","facioacoustic ganglion development","BP",2,0,0,1,1
"GO:1904835","dorsal root ganglion morphogenesis","BP",2,0,0,1,1
"GO:1905040","otic placode development","BP",1,0,0,1,1
"GO:0090125","cell-cell adhesion involved in synapse maturation","BP",2,0,1,1,0.0881088152837416
"GO:0090126","protein-containing complex assembly involved in synapse maturation","BP",1,0,1,1,0.0450686243217363
"GO:0097105","presynaptic membrane assembly","BP",7,0,1,1,0.275934832300627
"GO:0097116","gephyrin clustering involved in postsynaptic density assembly","BP",4,0,1,1,0.168464490295855
"GO:0097117","guanylate kinase-associated protein clustering","BP",2,0,1,1,0.0881088152837416
"GO:1900073","regulation of neuromuscular synaptic transmission","BP",3,0,1,1,0.129211744250714
"GO:1900075","positive regulation of neuromuscular synaptic transmission","BP",3,0,1,1,0.129211744250714
"GO:0099627","neurotransmitter receptor cycle","BP",2,0,0,1,1
"GO:0099630","postsynaptic neurotransmitter receptor cycle","BP",2,0,0,1,1
"GO:0006285","base-excision repair, AP site formation","BP",5,0,0,1,1
"GO:0033564","anterior/posterior axon guidance","BP",4,0,0,1,1
"GO:0061643","chemorepulsion of axon","BP",5,0,1,1,0.205950223636709
"GO:0099540","trans-synaptic signaling by neuropeptide","BP",1,0,0,1,1
"GO:0099551","trans-synaptic signaling by neuropeptide, modulating synaptic transmission","BP",1,0,0,1,1
"GO:0021849","neuroblast division in subventricular zone","BP",3,0,0,1,1
"GO:0046601","positive regulation of centriole replication","BP",9,0,1,1,0.339759220087731
"GO:0021538","epithalamus development","BP",1,1,0,0.0259814873922758,1
"GO:0021986","habenula development","BP",1,1,0,0.0259814873922758,1
"GO:0051866","general adaptation syndrome","BP",3,1,1,0.0759416086095535,0.129211744250714
"GO:0006560","proline metabolic process","BP",8,0,0,1,1
"GO:0006561","proline biosynthetic process","BP",6,0,0,1,1
"GO:0010121","arginine catabolic process to proline via ornithine","BP",1,0,0,1,1
"GO:0019493","arginine catabolic process to proline","BP",1,0,0,1,1
"GO:0019544","arginine catabolic process to glutamate","BP",1,0,0,1,1
"GO:0055129","L-proline biosynthetic process","BP",6,0,0,1,1
"GO:0006593","ornithine catabolic process","BP",1,0,0,1,1
"GO:0015846","polyamine transport","BP",13,1,0,0.289905688347366,1
"GO:0045763","negative regulation of amino acid metabolic process","BP",2,1,0,0.0512895526777291,1
"GO:0075523","viral translational frameshifting","BP",4,0,0,1,1
"GO:0090368","regulation of ornithine metabolic process","BP",1,0,0,1,1
"GO:1902047","polyamine transmembrane transport","BP",12,1,0,0.270949346694301,1
"GO:1902267","regulation of polyamine transmembrane transport","BP",4,1,0,0.0999546187804073,1
"GO:1902268","negative regulation of polyamine transmembrane transport","BP",2,0,0,1,1
"GO:1903266","regulation of ornithine catabolic process","BP",1,0,0,1,1
"GO:1903267","negative regulation of ornithine catabolic process","BP",1,0,0,1,1
"GO:1904584","cellular response to polyamine macromolecule","BP",1,0,0,1,1
"GO:0009445","putrescine metabolic process","BP",7,1,1,0.168322513896886,0.275934832300627
"GO:0009446","putrescine biosynthetic process","BP",4,1,1,0.0999546187804073,0.168464490295855
"GO:0033387","putrescine biosynthetic process from arginine, via ornithine","BP",3,1,1,0.0759416086095535,0.129211744250714
"GO:0033388","putrescine biosynthetic process from arginine","BP",3,1,1,0.0759416086095535,0.129211744250714
"GO:0061034","olfactory bulb mitral cell layer development","BP",1,0,0,1,1
"GO:0045002","double-strand break repair via single-strand annealing","BP",6,0,0,1,1
"GO:1901291","negative regulation of double-strand break repair via single-strand annealing","BP",1,0,0,1,1
"GO:0002618","positive regulation of macrophage antigen processing and presentation","BP",1,0,0,1,1
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",6,0,0,1,1
"GO:0042489","negative regulation of odontogenesis of dentin-containing tooth","BP",1,1,0,0.0259814873922758,1
"GO:1990575","mitochondrial L-ornithine transmembrane transport","BP",2,0,0,1,1
"GO:0070342","brown fat cell proliferation","BP",3,0,0,1,1
"GO:0098780","response to mitochondrial depolarisation","BP",7,0,0,1,1
"GO:0051728","cell cycle switching, mitotic to meiotic cell cycle","BP",3,0,0,1,1
"GO:0051729","germline cell cycle switching, mitotic to meiotic cell cycle","BP",2,0,0,1,1
"GO:0060184","cell cycle switching","BP",3,0,0,1,1
"GO:1901994","negative regulation of meiotic cell cycle phase transition","BP",8,0,2,1,0.0474043648865066
"GO:0001992","regulation of systemic arterial blood pressure by vasopressin","BP",2,1,1,0.0512895526777291,0.0881088152837416
"GO:1903450","regulation of G1 to G0 transition","BP",4,0,1,1,0.168464490295855
"GO:0002351","serotonin production involved in inflammatory response","BP",4,0,0,1,1
"GO:0002442","serotonin secretion involved in inflammatory response","BP",4,0,0,1,1
"GO:0002554","serotonin secretion by platelet","BP",2,0,0,1,1
"GO:0071318","cellular response to ATP","BP",14,0,1,1,0.475807089819866
"GO:0014052","regulation of gamma-aminobutyric acid secretion","BP",5,0,1,1,0.205950223636709
"GO:0014054","positive regulation of gamma-aminobutyric acid secretion","BP",2,0,1,1,0.0881088152837416
"GO:0017121","plasma membrane phospholipid scrambling","BP",18,0,0,1,1
"GO:0043132","NAD transport","BP",4,0,0,1,1
"GO:0099011","neuronal dense core vesicle exocytosis","BP",8,1,0,0.189940392096143,1
"GO:0099161","regulation of presynaptic dense core granule exocytosis","BP",3,0,0,1,1
"GO:0099525","presynaptic dense core vesicle exocytosis","BP",8,1,0,0.189940392096143,1
"GO:1904170","regulation of bleb assembly","BP",3,0,1,1,0.129211744250714
"GO:1904172","positive regulation of bleb assembly","BP",2,0,1,1,0.0881088152837416
"GO:1905413","regulation of dense core granule exocytosis","BP",4,0,0,1,1
"GO:1990504","dense core granule exocytosis","BP",11,1,1,0.25148823199007,0.397964923952318
"GO:0010700","negative regulation of norepinephrine secretion","BP",2,0,0,1,1
"GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway","BP",4,0,0,1,1
