"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0060431","primary lung bud formation","BP",4,0,1,1,0.335228591307958
"GO:0060479","lung cell differentiation","BP",31,3,5,0.672950537568052,0.176999227537483
"GO:0060484","lung-associated mesenchyme development","BP",8,1,2,0.603447785738674,0.178075890811091
"GO:0060487","lung epithelial cell differentiation","BP",31,3,5,0.672950537568052,0.176999227537483
"GO:0060492","lung induction","BP",2,0,0,1,1
"GO:0060788","ectodermal placode formation","BP",12,3,0,0.135257845063911,1
"GO:0060789","hair follicle placode formation","BP",5,1,0,0.43899952470626,1
"GO:0060916","mesenchymal cell proliferation involved in lung development","BP",5,1,0,0.43899952470626,1
"GO:0060947","cardiac vascular smooth muscle cell differentiation","BP",14,0,2,1,0.400082826270397
"GO:0060982","coronary artery morphogenesis","BP",8,2,0,0.214515014653577,1
"GO:0060983","epicardium-derived cardiac vascular smooth muscle cell differentiation","BP",1,0,0,1,1
"GO:0061196","fungiform papilla development","BP",5,0,0,1,1
"GO:0061197","fungiform papilla morphogenesis","BP",4,0,0,1,1
"GO:0061198","fungiform papilla formation","BP",3,0,0,1,1
"GO:0061548","ganglion development","BP",11,1,2,0.719710438959647,0.289990949054887
"GO:0061549","sympathetic ganglion development","BP",5,1,1,0.43899952470626,0.399748899156237
"GO:0061550","cranial ganglion development","BP",4,1,1,0.370236653747025,0.335228591307958
"GO:0071542","dopaminergic neuron differentiation","BP",26,5,2,0.147074094486756,0.733209044656035
"GO:0071696","ectodermal placode development","BP",13,4,0,0.045180783516749,1
"GO:0071697","ectodermal placode morphogenesis","BP",12,3,0,0.135257845063911,1
"GO:0072033","renal vesicle formation","BP",7,0,2,1,0.142349453828268
"GO:0072053","renal inner medulla development","BP",2,0,1,1,0.184653660480039
"GO:0072054","renal outer medulla development","BP",2,0,1,1,0.184653660480039
"GO:0072077","renal vesicle morphogenesis","BP",13,1,3,0.777603673095555,0.125043496770888
"GO:0072079","nephron tubule formation","BP",16,0,3,1,0.198109559732045
"GO:0072087","renal vesicle development","BP",15,1,3,0.823544709035671,0.172656099033139
"GO:0072160","nephron tubule epithelial cell differentiation","BP",13,1,2,0.777603673095555,0.364103651815572
"GO:0072182","regulation of nephron tubule epithelial cell differentiation","BP",11,0,2,1,0.289990949054887
"GO:0072202","cell differentiation involved in metanephros development","BP",17,1,5,0.859999964915314,0.0195888854097818
"GO:0072283","metanephric renal vesicle morphogenesis","BP",10,1,2,0.685340044597582,0.252406069784849
"GO:0072497","mesenchymal stem cell differentiation","BP",11,0,4,1,0.0166837140404192
"GO:0090425","acinar cell differentiation","BP",5,1,0,0.43899952470626,1
"GO:0150098","glial cell-neuron signaling","BP",3,0,1,1,0.263778121698857
"GO:1902730","positive regulation of proteoglycan biosynthetic process","BP",5,0,0,1,1
"GO:1904948","midbrain dopaminergic neuron differentiation","BP",9,3,1,0.0659296298259915,0.601025000973261
"GO:1990314","cellular response to insulin-like growth factor stimulus","BP",12,1,1,0.750328501396021,0.706320315754555
"GO:1990403","embryonic brain development","BP",19,2,2,0.629993540288388,0.562721784068932
"GO:1990791","dorsal root ganglion development","BP",5,1,1,0.43899952470626,0.399748899156237
"GO:1990963","establishment of blood-retinal barrier","BP",6,1,0,0.500258197295807,1
"GO:2000696","regulation of epithelial cell differentiation involved in kidney development","BP",15,1,3,0.823544709035671,0.172656099033139
"GO:2000697","negative regulation of epithelial cell differentiation involved in kidney development","BP",5,1,0,0.43899952470626,1
"GO:0031952","regulation of protein autophosphorylation","BP",37,4,9,0.586001071022897,0.00756687040174182
"GO:0031954","positive regulation of protein autophosphorylation","BP",22,2,6,0.709605249050767,0.0157983012828422
"GO:0060689","cell differentiation involved in salivary gland development","BP",4,1,1,0.370236653747025,0.335228591307958
"GO:0060690","epithelial cell differentiation involved in salivary gland development","BP",2,1,1,0.206411280686305,0.184653660480039
"GO:0150106","regulation of protein localization to cell-cell junction","BP",5,0,2,1,0.0771473599148401
"GO:0150107","positive regulation of protein localization to cell-cell junction","BP",3,0,1,1,0.263778121698857
"GO:1900084","regulation of peptidyl-tyrosine autophosphorylation","BP",5,1,1,0.43899952470626,0.399748899156237
"GO:1900086","positive regulation of peptidyl-tyrosine autophosphorylation","BP",4,0,1,1,0.335228591307958
"GO:0007260","tyrosine phosphorylation of STAT protein","BP",55,4,6,0.864691621382483,0.445903766369646
"GO:0019065","receptor-mediated endocytosis of virus by host cell","BP",7,4,0,0.00377282946572378,1
"GO:0031294","lymphocyte costimulation","BP",20,4,2,0.167492280732296,0.591230019085332
"GO:0031295","T cell costimulation","BP",19,4,2,0.145845833944815,0.562721784068932
"GO:0031953","negative regulation of protein autophosphorylation","BP",9,1,2,0.646757761237612,0.214947474858401
"GO:0034138","toll-like receptor 3 signaling pathway","BP",26,6,1,0.0570942455468132,0.929770911829665
"GO:0034139","regulation of toll-like receptor 3 signaling pathway","BP",13,2,1,0.423026441001615,0.734838371082804
"GO:0034141","positive regulation of toll-like receptor 3 signaling pathway","BP",8,2,1,0.214515014653577,0.55812749807161
"GO:0035635","entry of bacterium into host cell","BP",5,1,0,0.43899952470626,1
"GO:0038016","insulin receptor internalization","BP",4,1,2,0.370236653747025,0.0494267128715544
"GO:0042509","regulation of tyrosine phosphorylation of STAT protein","BP",51,4,6,0.822313652767837,0.374352326384344
"GO:0042532","negative regulation of tyrosine phosphorylation of STAT protein","BP",12,3,0,0.135257845063911,1
"GO:0044854","plasma membrane raft assembly","BP",9,3,1,0.0659296298259915,0.601025000973261
"GO:0044857","plasma membrane raft organization","BP",12,4,1,0.0341552891770813,0.706320315754555
"GO:0048550","negative regulation of pinocytosis","BP",6,2,0,0.132706161758529,1
"GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","BP",45,7,4,0.215404117224721,0.647330341184694
"GO:0051788","response to misfolded protein","BP",19,3,1,0.344252574681156,0.856362235067356
"GO:0060352","cell adhesion molecule production","BP",9,1,0,0.646757761237612,1
"GO:0060353","regulation of cell adhesion molecule production","BP",6,1,0,0.500258197295807,1
"GO:0060355","positive regulation of cell adhesion molecule production","BP",2,1,0,0.206411280686305,1
"GO:0061099","negative regulation of protein tyrosine kinase activity","BP",21,1,3,0.911880058116736,0.333808583433882
"GO:0070836","caveola assembly","BP",7,3,0,0.0324209537737909,1
"GO:0071218","cellular response to misfolded protein","BP",18,3,1,0.312925194564892,0.840907474488492
"GO:0071455","cellular response to hyperoxia","BP",4,1,0,0.370236653747025,1
"GO:0071711","basement membrane organization","BP",41,8,4,0.0724395261639233,0.57236654057921
"GO:0072584","caveolin-mediated endocytosis","BP",11,4,1,0.0248746878166373,0.674737386643682
"GO:0075509","endocytosis involved in viral entry into host cell","BP",9,4,0,0.0113485478949177,1
"GO:0086064","cell communication by electrical coupling involved in cardiac conduction","BP",10,1,3,0.685340044597582,0.0651130951526078
"GO:0140894","endolysosomal toll-like receptor signaling pathway","BP",41,7,5,0.15398781522234,0.366498120663885
"GO:1900027","regulation of ruffle assembly","BP",26,2,11,0.792953697212187,1.34901195224193e-05
"GO:1900085","negative regulation of peptidyl-tyrosine autophosphorylation","BP",1,1,0,0.109160548994574,1
"GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction","BP",5,1,2,0.43899952470626,0.0771473599148401
"GO:1901979","regulation of inward rectifier potassium channel activity","BP",3,1,0,0.293050922519059,1
"GO:1903609","negative regulation of inward rectifier potassium channel activity","BP",1,1,0,0.109160548994574,1
"GO:1904292","regulation of ERAD pathway","BP",27,3,0,0.577605342061047,1
"GO:1904294","positive regulation of ERAD pathway","BP",20,2,0,0.658276648350324,1
"GO:1905949","negative regulation of calcium ion import across plasma membrane","BP",5,1,0,0.43899952470626,1
"GO:2000535","regulation of entry of bacterium into host cell","BP",5,1,0,0.43899952470626,1
"GO:0014859","negative regulation of skeletal muscle cell proliferation","BP",4,2,0,0.0614937288351595,1
"GO:0019076","viral release from host cell","BP",25,2,4,0.774357467849843,0.22002689225586
"GO:0035891","exit from host cell","BP",25,2,4,0.774357467849843,0.22002689225586
"GO:0060161","positive regulation of dopamine receptor signaling pathway","BP",4,1,0,0.370236653747025,1
"GO:0010831","positive regulation of myotube differentiation","BP",11,2,1,0.341636100976926,0.674737386643682
"GO:0035994","response to muscle stretch","BP",22,2,3,0.709605249050767,0.361416546553077
"GO:0035995","detection of muscle stretch","BP",2,0,0,1,1
"GO:0038009","regulation of signal transduction by receptor internalization","BP",1,0,0,1,1
"GO:0051394","regulation of nerve growth factor receptor activity","BP",1,0,0,1,1
"GO:0051647","nucleus localization","BP",41,5,9,0.468536007588648,0.0150046020289127
"GO:0060297","regulation of sarcomere organization","BP",10,1,1,0.685340044597582,0.639760437771974
"GO:0060299","negative regulation of sarcomere organization","BP",2,0,0,1,1
"GO:0060373","regulation of ventricular cardiac muscle cell membrane depolarization","BP",6,0,2,1,0.108439297214181
"GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development","BP",15,4,3,0.0724338252419648,0.172656099033139
"GO:1900826","negative regulation of membrane depolarization during cardiac muscle cell action potential","BP",1,0,0,1,1
"GO:1904180","negative regulation of membrane depolarization","BP",8,1,0,0.603447785738674,1
"GO:2001286","regulation of caveolin-mediated endocytosis","BP",7,2,1,0.172820244952425,0.510621047164045
"GO:2001288","positive regulation of caveolin-mediated endocytosis","BP",4,1,1,0.370236653747025,0.335228591307958
"GO:0002051","osteoblast fate commitment","BP",6,0,2,1,0.108439297214181
"GO:0036076","ligamentous ossification","BP",2,0,0,1,1
"GO:0045879","negative regulation of smoothened signaling pathway","BP",39,1,4,0.989043886642643,0.531707217136301
"GO:0001553","luteinization","BP",16,1,1,0.842825127409409,0.804834480151901
"GO:0002249","lymphocyte anergy","BP",6,1,1,0.500258197295807,0.458010819544648
"GO:0002318","myeloid progenitor cell differentiation","BP",12,1,2,0.750328501396021,0.327325166424082
"GO:0002643","regulation of tolerance induction","BP",14,1,2,0.801900741777296,0.400082826270397
"GO:0002664","regulation of T cell tolerance induction","BP",9,1,1,0.646757761237612,0.601025000973261
"GO:0002667","regulation of T cell anergy","BP",6,1,1,0.500258197295807,0.458010819544648
"GO:0002870","T cell anergy","BP",6,1,1,0.500258197295807,0.458010819544648
"GO:0002911","regulation of lymphocyte anergy","BP",6,1,1,0.500258197295807,0.458010819544648
"GO:0030854","positive regulation of granulocyte differentiation","BP",6,2,2,0.132706161758529,0.108439297214181
"GO:0042701","progesterone secretion","BP",5,0,1,1,0.399748899156237
"GO:0043376","regulation of CD8-positive, alpha-beta T cell differentiation","BP",7,0,1,1,0.510621047164045
"GO:0043378","positive regulation of CD8-positive, alpha-beta T cell differentiation","BP",4,0,1,1,0.335228591307958
"GO:0071335","hair follicle cell proliferation","BP",4,0,1,1,0.335228591307958
"GO:0071336","regulation of hair follicle cell proliferation","BP",1,0,1,1,0.0970315991062881
"GO:1905939","regulation of gonad development","BP",12,1,2,0.750328501396021,0.327325166424082
"GO:1905941","positive regulation of gonad development","BP",7,0,1,1,0.510621047164045
"GO:2000194","regulation of female gonad development","BP",7,1,1,0.554831189353037,0.510621047164045
"GO:2000196","positive regulation of female gonad development","BP",2,0,1,1,0.184653660480039
"GO:2000870","regulation of progesterone secretion","BP",3,0,1,1,0.263778121698857
"GO:2000872","positive regulation of progesterone secretion","BP",2,0,1,1,0.184653660480039
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","BP",16,2,1,0.534338433429597,0.804834480151901
"GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation","BP",6,0,1,1,0.458010819544648
"GO:0032486","Rap protein signal transduction","BP",15,3,6,0.220309550706664,0.00191231047925551
"GO:0032487","regulation of Rap protein signal transduction","BP",4,1,2,0.370236653747025,0.0494267128715544
"GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","BP",28,2,8,0.826118026091561,0.00407881017615156
"GO:0070086","ubiquitin-dependent endocytosis","BP",10,0,1,1,0.639760437771974
"GO:1901185","negative regulation of ERBB signaling pathway","BP",31,3,8,0.672950537568052,0.00797039702453246
"GO:2000583","regulation of platelet-derived growth factor receptor-alpha signaling pathway","BP",4,1,1,0.370236653747025,0.335228591307958
"GO:0003433","chondrocyte development involved in endochondral bone morphogenesis","BP",7,0,2,1,0.142349453828268
"GO:0006775","fat-soluble vitamin metabolic process","BP",27,6,3,0.066904057072013,0.494560892411052
"GO:0042373","vitamin K metabolic process","BP",8,2,0,0.214515014653577,1
"GO:0005997","xylulose metabolic process","BP",3,0,2,1,0.0264047380424041
"GO:0006116","NADH oxidation","BP",17,7,1,0.0013174857159342,0.823791064608998
"GO:0019321","pentose metabolic process","BP",13,4,2,0.045180783516749,0.364103651815572
"GO:0019674","NAD metabolic process","BP",34,10,1,0.00261505875320016,0.969012041834298
"GO:0000097","sulfur amino acid biosynthetic process","BP",13,3,0,0.162280963528059,1
"GO:0006534","cysteine metabolic process","BP",10,2,0,0.299517210997886,1
"GO:0006535","cysteine biosynthetic process from serine","BP",1,1,0,0.109160548994574,1
"GO:0006563","L-serine metabolic process","BP",9,1,1,0.646757761237612,0.601025000973261
"GO:0006565","L-serine catabolic process","BP",4,1,0,0.370236653747025,1
"GO:0009069","serine family amino acid metabolic process","BP",29,6,1,0.0892678790998508,0.948323518563705
"GO:0009070","serine family amino acid biosynthetic process","BP",13,2,1,0.423026441001615,0.734838371082804
"GO:0009071","serine family amino acid catabolic process","BP",11,3,0,0.109982206092204,1
"GO:0009092","homoserine metabolic process","BP",4,1,0,0.370236653747025,1
"GO:0009093","cysteine catabolic process","BP",3,1,0,0.293050922519059,1
"GO:0010749","regulation of nitric oxide mediated signal transduction","BP",7,2,1,0.172820244952425,0.510621047164045
"GO:0019343","cysteine biosynthetic process via cystathionine","BP",2,1,0,0.206411280686305,1
"GO:0019344","cysteine biosynthetic process","BP",3,2,0,0.0331319970207981,1
"GO:0019346","transsulfuration","BP",4,1,0,0.370236653747025,1
"GO:0019448","L-cysteine catabolic process","BP",3,1,0,0.293050922519059,1
"GO:0042262","DNA protection","BP",5,1,0,0.43899952470626,1
"GO:0043418","homocysteine catabolic process","BP",3,1,0,0.293050922519059,1
"GO:0046439","L-cysteine metabolic process","BP",3,1,0,0.293050922519059,1
"GO:0050667","homocysteine metabolic process","BP",12,2,1,0.38291175215953,0.706320315754555
"GO:0070813","hydrogen sulfide metabolic process","BP",5,1,0,0.43899952470626,1
"GO:0070814","hydrogen sulfide biosynthetic process","BP",4,1,0,0.370236653747025,1
"GO:0170044","non-proteinogenic amino acid catabolic process","BP",14,3,1,0.190734405613725,0.760588797606835
"GO:0034517","ribophagy","BP",1,0,0,1,1
"GO:0061723","glycophagy","BP",12,0,4,1,0.0231368656519808
"GO:1903059","regulation of protein lipidation","BP",12,2,1,0.38291175215953,0.706320315754555
"GO:0032095","regulation of response to food","BP",15,3,1,0.220309550706664,0.783840029326062
"GO:0032096","negative regulation of response to food","BP",10,3,1,0.0867710647443217,0.639760437771974
"GO:0032098","regulation of appetite","BP",18,3,3,0.312925194564892,0.251265386284354
"GO:0032099","negative regulation of appetite","BP",10,3,1,0.0867710647443217,0.639760437771974
"GO:0032108","negative regulation of response to nutrient levels","BP",10,3,1,0.0867710647443217,0.639760437771974
"GO:0038188","cholecystokinin signaling pathway","BP",1,1,0,0.109160548994574,1
"GO:0060259","regulation of feeding behavior","BP",24,3,2,0.495592221228877,0.691262331712446
"GO:0099538","synaptic signaling via neuropeptide","BP",6,1,0,0.500258197295807,1
"GO:1903366","negative regulation of fear response","BP",1,1,0,0.109160548994574,1
"GO:1903367","positive regulation of fear response","BP",6,2,1,0.132706161758529,0.458010819544648
"GO:1903998","regulation of eating behavior","BP",11,2,0,0.341636100976926,1
"GO:1903999","negative regulation of eating behavior","BP",5,1,0,0.43899952470626,1
"GO:2000252","negative regulation of feeding behavior","BP",8,1,1,0.603447785738674,0.55812749807161
"GO:2000986","negative regulation of behavioral fear response","BP",1,1,0,0.109160548994574,1
"GO:2000987","positive regulation of behavioral fear response","BP",5,2,1,0.0951851699100831,0.399748899156237
"GO:0007265","Ras protein signal transduction","BP",103,10,24,0.699612591001712,3.80286728531739e-05
"GO:0034698","response to gonadotropin","BP",24,3,8,0.495592221228877,0.00137048932761278
"GO:0034699","response to luteinizing hormone","BP",7,1,3,0.554831189353037,0.0236639056789651
"GO:0044320","cellular response to leptin stimulus","BP",17,2,0,0.568027727314925,1
"GO:0044321","response to leptin","BP",22,3,2,0.436726588438556,0.644018058887673
"GO:0071314","cellular response to cocaine","BP",8,2,1,0.214515014653577,0.55812749807161
"GO:0071371","cellular response to gonadotropin stimulus","BP",16,2,6,0.534338433429597,0.00281059729894048
"GO:0071373","cellular response to luteinizing hormone stimulus","BP",5,1,3,0.43899952470626,0.00784574230662592
"GO:0007056","spindle assembly involved in female meiosis","BP",12,4,0,0.0341552891770813,1
"GO:0007057","spindle assembly involved in female meiosis I","BP",5,3,0,0.0109565672227741,1
"GO:0007144","female meiosis I","BP",11,3,1,0.109982206092204,0.674737386643682
"GO:0008315","G2/MI transition of meiotic cell cycle","BP",8,1,0,0.603447785738674,1
"GO:0044771","meiotic cell cycle phase transition","BP",15,3,1,0.220309550706664,0.783840029326062
"GO:0000320","re-entry into mitotic cell cycle","BP",5,0,1,1,0.399748899156237
"GO:0031571","mitotic G1 DNA damage checkpoint signaling","BP",13,2,2,0.423026441001615,0.364103651815572
"GO:0033601","positive regulation of mammary gland epithelial cell proliferation","BP",8,1,3,0.603447785738674,0.035170142879798
"GO:0044819","mitotic G1/S transition checkpoint signaling","BP",14,2,2,0.461741780232931,0.400082826270397
"GO:0006270","DNA replication initiation","BP",31,2,0,0.866936519298865,1
"GO:0007129","homologous chromosome pairing at meiosis","BP",34,4,1,0.516959188748171,0.969012041834298
"GO:0010826","negative regulation of centrosome duplication","BP",12,1,1,0.750328501396021,0.706320315754555
"GO:0046606","negative regulation of centrosome cycle","BP",12,1,1,0.750328501396021,0.706320315754555
"GO:0009629","response to gravity","BP",6,2,1,0.132706161758529,0.458010819544648
"GO:0044793","negative regulation by host of viral process","BP",10,1,0,0.685340044597582,1
"GO:0044827","modulation by host of viral genome replication","BP",22,1,0,0.921512191881782,1
"GO:0044828","negative regulation by host of viral genome replication","BP",8,0,0,1,1
"GO:0019083","viral transcription","BP",50,1,8,0.996939437928347,0.107070357344734
"GO:0043923","positive regulation by host of viral transcription","BP",16,0,3,1,0.198109559732045
"GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA","BP",11,0,2,1,0.289990949054887
"GO:0006739","NADP metabolic process","BP",48,17,4,6.31769778684583e-06,0.697502426272754
"GO:0033962","P-body assembly","BP",22,0,2,1,0.644018058887673
"GO:0110154","RNA decapping","BP",18,3,2,0.312925194564892,0.532812096657598
"GO:0110156","mRNA methylguanosine-cap decapping","BP",15,2,2,0.498885200160048,0.435071553537667
"GO:0051086","chaperone mediated protein folding independent of cofactor","BP",7,0,1,1,0.510621047164045
"GO:0051131","chaperone-mediated protein complex assembly","BP",21,1,2,0.911880058116736,0.618327012311801
"GO:0070202","regulation of establishment of protein localization to chromosome","BP",13,0,1,1,0.734838371082804
"GO:0070203","regulation of establishment of protein localization to telomere","BP",12,0,1,1,0.706320315754555
"GO:0090666","scaRNA localization to Cajal body","BP",5,0,0,1,1
"GO:0090670","RNA localization to Cajal body","BP",8,0,0,1,1
"GO:0090671","telomerase RNA localization to Cajal body","BP",8,0,0,1,1
"GO:0090672","telomerase RNA localization","BP",8,0,0,1,1
"GO:0090685","RNA localization to nucleus","BP",8,0,0,1,1
"GO:1904814","regulation of protein localization to chromosome, telomeric region","BP",16,1,1,0.842825127409409,0.804834480151901
"GO:1904816","positive regulation of protein localization to chromosome, telomeric region","BP",13,1,1,0.777603673095555,0.734838371082804
"GO:1904851","positive regulation of establishment of protein localization to telomere","BP",10,0,1,1,0.639760437771974
"GO:1904872","regulation of telomerase RNA localization to Cajal body","BP",7,0,0,1,1
"GO:1904874","positive regulation of telomerase RNA localization to Cajal body","BP",4,0,0,1,1
"GO:0032493","response to bacterial lipoprotein","BP",7,4,0,0.00377282946572378,1
"GO:0034145","positive regulation of toll-like receptor 4 signaling pathway","BP",13,3,2,0.162280963528059,0.364103651815572
"GO:0070339","response to bacterial lipopeptide","BP",6,4,0,0.00176994823235752,1
"GO:0070391","response to lipoteichoic acid","BP",9,3,1,0.0659296298259915,0.601025000973261
"GO:0071220","cellular response to bacterial lipoprotein","BP",6,4,0,0.00176994823235752,1
"GO:0071221","cellular response to bacterial lipopeptide","BP",6,4,0,0.00176994823235752,1
"GO:0071223","cellular response to lipoteichoic acid","BP",9,3,1,0.0659296298259915,0.601025000973261
"GO:0071724","response to diacyl bacterial lipopeptide","BP",4,2,0,0.0614937288351595,1
"GO:0071725","response to triacyl bacterial lipopeptide","BP",3,1,0,0.293050922519059,1
"GO:0071726","cellular response to diacyl bacterial lipopeptide","BP",4,2,0,0.0614937288351595,1
"GO:0071727","cellular response to triacyl bacterial lipopeptide","BP",3,1,0,0.293050922519059,1
"GO:0032633","interleukin-4 production","BP",26,1,3,0.950605326291587,0.468906342796444
"GO:0032673","regulation of interleukin-4 production","BP",21,1,0,0.911880058116736,1
"GO:0032753","positive regulation of interleukin-4 production","BP",17,1,0,0.859999964915314,1
"GO:0043032","positive regulation of macrophage activation","BP",25,8,2,0.0038978696835071,0.712878067589913
"GO:0045059","positive thymic T cell selection","BP",13,0,1,1,0.734838371082804
"GO:0048006","antigen processing and presentation, endogenous lipid antigen via MHC class Ib","BP",2,0,0,1,1
"GO:0051132","NK T cell activation","BP",13,1,2,0.777603673095555,0.364103651815572
"GO:0051133","regulation of NK T cell activation","BP",9,0,0,1,1
"GO:0051135","positive regulation of NK T cell activation","BP",7,0,0,1,1
"GO:0050855","regulation of B cell receptor signaling pathway","BP",12,1,6,0.750328501396021,0.000455986737014903
"GO:0050859","negative regulation of B cell receptor signaling pathway","BP",5,1,1,0.43899952470626,0.399748899156237
"GO:0002836","positive regulation of response to tumor cell","BP",12,2,4,0.38291175215953,0.0231368656519808
"GO:0002839","positive regulation of immune response to tumor cell","BP",12,2,4,0.38291175215953,0.0231368656519808
"GO:0002842","positive regulation of T cell mediated immune response to tumor cell","BP",8,1,2,0.603447785738674,0.178075890811091
"GO:0032594","protein transport within lipid bilayer","BP",9,1,0,0.646757761237612,1
"GO:0032595","B cell receptor transport within lipid bilayer","BP",1,0,0,1,1
"GO:0032596","protein transport into membrane raft","BP",5,1,0,0.43899952470626,1
"GO:0032597","B cell receptor transport into membrane raft","BP",1,0,0,1,1
"GO:0032599","protein transport out of membrane raft","BP",1,0,0,1,1
"GO:0032600","chemokine receptor transport out of membrane raft","BP",1,0,0,1,1
"GO:0032715","negative regulation of interleukin-6 production","BP",38,6,3,0.229843746273395,0.727335446464509
"GO:0032907","transforming growth factor beta3 production","BP",3,0,0,1,1
"GO:0032910","regulation of transforming growth factor beta3 production","BP",3,0,0,1,1
"GO:0032913","negative regulation of transforming growth factor beta3 production","BP",1,0,0,1,1
"GO:0033606","chemokine receptor transport within lipid bilayer","BP",1,0,0,1,1
"GO:0033622","integrin activation","BP",24,2,3,0.754316466835058,0.41596283189769
"GO:0033623","regulation of integrin activation","BP",16,2,2,0.534338433429597,0.468923266938471
"GO:0033625","positive regulation of integrin activation","BP",10,1,2,0.685340044597582,0.252406069784849
"GO:0033634","positive regulation of cell-cell adhesion mediated by integrin","BP",5,1,1,0.43899952470626,0.399748899156237
"GO:0034102","erythrocyte clearance","BP",2,0,0,1,1
"GO:0034106","regulation of erythrocyte clearance","BP",2,0,0,1,1
"GO:0034107","negative regulation of erythrocyte clearance","BP",2,0,0,1,1
"GO:0034117","erythrocyte aggregation","BP",2,0,0,1,1
"GO:0034118","regulation of erythrocyte aggregation","BP",2,0,0,1,1
"GO:0034119","negative regulation of erythrocyte aggregation","BP",1,0,0,1,1
"GO:0042103","positive regulation of T cell homeostatic proliferation","BP",1,0,0,1,1
"GO:0045730","respiratory burst","BP",20,2,3,0.658276648350324,0.306147668921324
"GO:0046013","regulation of T cell homeostatic proliferation","BP",3,0,0,1,1
"GO:0046014","negative regulation of T cell homeostatic proliferation","BP",1,0,0,1,1
"GO:0061318","renal filtration cell differentiation","BP",20,3,5,0.375445567730954,0.0384975326202307
"GO:0071635","negative regulation of transforming growth factor beta production","BP",10,1,2,0.685340044597582,0.252406069784849
"GO:0072010","glomerular epithelium development","BP",24,3,7,0.495592221228877,0.00628524600932271
"GO:0072112","podocyte differentiation","BP",20,3,5,0.375445567730954,0.0384975326202307
"GO:0072139","glomerular parietal epithelial cell differentiation","BP",3,0,0,1,1
"GO:0072311","glomerular epithelial cell differentiation","BP",21,3,5,0.406322875861212,0.0466239548895922
"GO:0090594","inflammatory response to wounding","BP",25,3,3,0.523844955165029,0.442681369121576
"GO:0106014","regulation of inflammatory response to wounding","BP",9,1,1,0.646757761237612,0.601025000973261
"GO:0106015","negative regulation of inflammatory response to wounding","BP",8,1,1,0.603447785738674,0.55812749807161
"GO:0106016","positive regulation of inflammatory response to wounding","BP",3,0,1,1,0.263778121698857
"GO:1903044","protein localization to membrane raft","BP",10,1,0,0.685340044597582,1
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","BP",38,3,4,0.799795673479097,0.510674756194353
"GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","BP",9,1,0,0.646757761237612,1
"GO:2000698","positive regulation of epithelial cell differentiation involved in kidney development","BP",5,0,1,1,0.399748899156237
"GO:2000768","positive regulation of nephron tubule epithelial cell differentiation","BP",2,0,0,1,1
"GO:0001771","immunological synapse formation","BP",13,2,3,0.423026441001615,0.125043496770888
"GO:0032482","Rab protein signal transduction","BP",20,3,1,0.375445567730954,0.870316562224305
"GO:0032905","transforming growth factor beta1 production","BP",10,2,2,0.299517210997886,0.252406069784849
"GO:0032908","regulation of transforming growth factor beta1 production","BP",9,2,2,0.256967981747173,0.214947474858401
"GO:0032911","negative regulation of transforming growth factor beta1 production","BP",6,1,1,0.500258197295807,0.458010819544648
"GO:0051291","protein heterooligomerization","BP",26,4,2,0.314102125917157,0.733209044656035
"GO:0051674","localization of cell","BP",7,3,0,0.0324209537737909,1
"GO:0097017","renal protein absorption","BP",11,3,1,0.109982206092204,0.674737386643682
"GO:0097018","renal albumin absorption","BP",7,2,1,0.172820244952425,0.510621047164045
"GO:1990790","response to glial cell derived neurotrophic factor","BP",4,1,0,0.370236653747025,1
"GO:0032703","negative regulation of interleukin-2 production","BP",21,3,5,0.406322875861212,0.0466239548895922
"GO:0035759","mesangial cell-matrix adhesion","BP",2,1,0,0.206411280686305,1
"GO:0036301","macrophage colony-stimulating factor production","BP",3,0,1,1,0.263778121698857
"GO:0038001","paracrine signaling","BP",7,1,2,0.554831189353037,0.142349453828268
"GO:0060055","angiogenesis involved in wound healing","BP",25,2,6,0.774357467849843,0.0292076694883607
"GO:0060290","transdifferentiation","BP",8,1,1,0.603447785738674,0.55812749807161
"GO:0061042","vascular wound healing","BP",18,1,5,0.87529904850394,0.0250073201893308
"GO:0071611","granulocyte colony-stimulating factor production","BP",2,0,0,1,1
"GO:0071655","regulation of granulocyte colony-stimulating factor production","BP",2,0,0,1,1
"GO:0071657","positive regulation of granulocyte colony-stimulating factor production","BP",2,0,0,1,1
"GO:0071971","extracellular exosome assembly","BP",7,0,0,1,1
"GO:0072011","glomerular endothelium development","BP",5,0,2,1,0.0771473599148401
"GO:0072209","metanephric mesangial cell differentiation","BP",2,0,1,1,0.184653660480039
"GO:0072223","metanephric glomerular mesangium development","BP",4,1,1,0.370236653747025,0.335228591307958
"GO:0072254","metanephric glomerular mesangial cell differentiation","BP",2,0,1,1,0.184653660480039
"GO:1901256","regulation of macrophage colony-stimulating factor production","BP",3,0,1,1,0.263778121698857
