"","Length","Symbol"
"26444",881,"Psma7"
"269397",4369,"Ss18l1"
"52856",1699,"Mtg2"
"99296",2432,"Hrh3"
"228983",2745,"Osbpl2"
"56436",1429,"Adrm1"
"16776",11388,"Lama5"
"66481",391,"Rps21"
"100526556",76,"Mir3091"
"252966",2945,"Cables2"
"271887",2319,"Rbbp8nl"
"14464",3302,"Gata5"
"100036520",1678,"Gata5os"
"320485",1336,"B230312C02Rik"
"622283",2019,"Mir1a-1hg"
"387136",77,"Mir1a-1"
"723954",104,"Mir133a-2"
"108115",3087,"Slco4a1"
"18216",3916,"Ntsr1"
"73247",1192,"Mrgbp"
"72075",2288,"Ogfr"
"12841",2846,"Col9a3"
"277353",2208,"Tcfl5"
"23856",12416,"Dido1"
"76425",1850,"Gid8"
"228993",2197,"Slc17a9"
"140489",2520,"Bhlhe23"
"676369",1913,"Gm14340"
"100862056",763,NA
"723951",68,"Mir124a-3"
"228994",3171,"Ythdf1"
"329581",1178,"Birc7"
"58237",950,"Nkain4"
"228998",2993,"Arfgap1"
"73368",4189,"Col20a1"
"11438",4437,"Chrna4"
"16536",6477,"Kcnq2"
"13628",2046,"Eef1a2"
"66496",797,"Ppdpf"
"20459",2286,"Ptk6"
"20811",2547,"Srms"
"332713",1381,"Fndc11"
"229003",10109,"Helz2"
"229004",4050,"Gmeb2"
"100862073",459,NA
"20262",1136,"Stmn3"
"269400",4439,"Rtel1"
"76688",2596,"Arfrp1"
"229007",2511,"Zgpat"
"72699",1959,"Lime1"
"329584",2986,"Slc2a4rg-ps"
"72147",3336,"Zbtb46"
"241850",1775,"Abhd16b"
"66314",2306,"Tpd52l2"
"13002",3674,"Dnajc5"
"68556",1811,"Uckl1"
"100271841",2270,"Uckl1os"
"269401",5372,"Zfp512b"
"229011",2099,"Samd10"
"68879",3055,"Prpf6"
"20672",1619,"Sox18"
"21400",1163,"Tcea2"
"56470",1457,"Rgs19"
"277496",716,"Lkaaear1"
"18389",3314,"Oprl1"
"17932",6395,"Myt1"
"245867",3509,"Pcmtd2"
"67005",2925,"Polr3k"
"672125",2550,"Gm14496"
"30942",4180,"Hnf4g"
"100503859",1533,"1110015O18Rik"
"100503882",1997,"Gm17308"
"72608",783,"2700069I18Rik"
"80892",13874,"Zfhx4"
"19302",2270,"Pex2"
"69347",788,"1700008P02Rik"
"18767",3683,"Pkia"
"67306",3361,"Zc2hc1a"
"16196",2475,"Il7"
"100504139",1595,NA
"75476",436,"1700010I02Rik"
"383820",3174,"5330432E05Rik"
"620966",1712,"Gm6194"
"20257",1904,"Stmn2"
"15213",2205,"Hey1"
"66230",722,"Mrps28"
"100504173",461,NA
"21985",2543,"Tpd52"
"75149",848,"4930539M17Rik"
"229055",7449,"Zbtb10"
"320088",3135,"C030034L19Rik"
"170753",13844,"Zfp704"
"94212",8256,"Pag1"
"100862399",374,NA
"16592",932,"Fabp5"
"100041480",1660,"Myef2l"
"18857",1364,"Pmp2"
"21884",581,"Fabp9"
"11770",642,"Fabp4"
"75497",2512,"Fabp12"
"55980",2601,"Impa1"
"241877",3923,"Slc10a5"
"66361",1591,"Zfand1"
"66371",1790,"Chmp4c"
"74718",2654,"Snx16"
"100038545",1523,"Gm10745"
"76897",2680,"Ralyl"
"75203",1077,"4930539N22Rik"
"622229",14357,"Gm6300"
"140918",1730,"Slc7a12"
"71710",5930,"Lrrcc1"
"13559",1749,"E2f5"
"69126",401,"Rbis"
"71934",2299,"Car13"
"12346",1248,"Car1"
"12350",1537,"Car3"
"100862241",946,NA
"12349",1790,"Car2"
"77127",1581,"A930001A20Rik"
"751864",618,"Sirpd"
"320832",1232,"Sirpb1a"
"668101",1496,"Sirpb1b"
"100038947",1456,"Sirpb1c"
"381484",913,"Gm5150"
"229096",5313,"Ythdf3"
"100038486",3385,"Gm10742"
"70441",1363,"Mir124-2hg"
"723950",109,"Mir124a-2"
"75439",509,"Cypt12"
"59058",3190,"Bhlhe22"
"13123",2166,"Cyp7b1"
"73959",646,"4930433B08Rik"
"622921",456,"Gm6369"
"74252",2931,"Armc1"
"67472",3099,"Mtfr1"
"18583",3638,"Pde7a"
"66326",1068,"Dnajc5b"
"381485",1787,"Trim55"
"12918",1320,"Crh"
"100039304",727,NA
"70808",4114,"4632415L05Rik"
"100503666",606,NA
"100046095",1242,"Gm17771"
"12870",4993,"Cp"
"12807",4616,"Hps3"
"20585",5353,"Hltf"
"27357",1701,"Gyg1"
"12873",1453,"Cpa3"
"76703",1494,"Cpb1"
"11608",2147,"Agtr1b"
"81004",8127,"Tbl1xr1"
"19784",238,"Rprl2"
"635702",2431,"Naaladl2"
"192167",5673,"Nlgn1"
"70862",2104,"Spata16"
"13605",4117,"Ect2"
"76657",861,"1700125G22Rik"
"320024",4394,"Nceh1"
"100861946",1345,NA
"22035",4944,"Tnfsf10"
"208188",4433,"Ghsr"
"72007",6875,"Fndc3b"
"100526525",96,"Mir3092"
"208613",717,"Tmem212"
"18805",5153,"Pld1"
"665113",7336,"Tnik"
"20526",2571,"Slc2a2"
"208691",4992,"Eif5a2"
"68028",477,"Rpl22l1"
"385263",2120,"Gm1527"
"75740",2813,"Egfem1"
"791072",98,"Mir551b"
"14013",5504,"Mecom"
"545510",2123,"Gm10258"
"76652",1892,"Actrt3"
"80732",4157,"Mynn"
"71827",1840,"Lrrc34"
"68307",2387,"Lrriq4"
"320352",1548,"Lrrc31"
"75953",3191,"Samd7"
"69276",3966,"Sec62"
"71862",2206,"Gpr160"
"241915",11066,"Phc3"
"18759",4465,"Prkci"
"100861964",723,NA
"20482",6717,"Skil"
"18417",1872,"Cldn11"
"241919",8842,"Slc7a14"
"72413",2919,"Kcnmb2"
"22401",7784,"Zmat3"
"67576",1950,"4930429B21Rik"
"18706",8917,"Pik3ca"
"100502876",720,"Kcnmb3"
"67778",2061,"Zfp639"
"67414",4531,"Mfn1"
"14696",2751,"Gnb4"
"56456",1969,"Actl6a"
"74600",872,"Mrpl47"
"66046",999,"Ndufb5"
"72607",4686,"Usp13"
"58869",3497,"Pex5l"
"73874",1058,"4930419G24Rik"
"100502904",2529,"Gm19445"
"67120",11072,"Ttc14"
"51938",3616,"Ccdc39"
"14359",2326,"Fxr1"
"67713",1015,"Dnajc19"
"320478",2970,"Sox2ot"
"100316679",79,"Mir1897"
"20674",2457,"Sox2"
"100041108",960,"Gm3143"
"100861998",452,"Gm21388"
"625963",3135,"Gm6639"
"76295",4864,"Atp11b"
"114893",4745,"Dcun1d1"
"72039",2992,"Mccc1"
"654424",4451,"Mccc1os"
"241943",2478,"Gm57858"
"229211",3913,"Acad9"
"241944",6625,"Zfp267"
"229214",1801,"Qrfpr"
"11747",1724,"Anxa5"
"100862007",518,NA
"72282",911,"1810062G17Rik"
"329623",2199,"Gm11548"
"100503068",2461,"Smim43"
"50911",1617,"Exosc9"
"12428",2811,"Ccna2"
"71492",2598,"Bbs7"
"22065",3694,"Trpc3"
"229227",15883,"Bltp1"
"21744",1972,"Adad1"
"16183",949,"Il2"
"60505",3072,"Il21"
"207175",1059,"Cetn4"
"241950",2433,"Bbs12"
"329626",1441,"Fgf2os"
"14173",695,"Fgf2"
"229228",1072,"Nudt6"
"57815",2910,"Afg2a"
"100862034",657,NA
"24063",2490,"Spry1"
"381438",1215,"Gm5148"
"626410",1827,"Gm20755"
"71342",1257,"5430434I15Rik"
"99696",4915,"Ankrd50"
"329628",16109,"Fat4"
"100040882",2439,"1700017G19Rik"
"380614",6114,"Intu"
"73333",2110,"Slc25a31"
"18415",3558,"Hspa4l"
"20873",3547,"Plk4"
"72175",3051,"Mfsd8"
"100039027",794,"Gm2011"
"100039043",1810,"Gm10731"
"269423",2492,"Abhd18"
"73297",2345,"Fundc2b"
"214048",1705,"Larp1b"
"70804",3007,"Pgrmc2"
"100038440",2742,"Gm16508"
"78706",2168,"Platr4"
"269424",5952,"Jade1"
"67161",3020,"Sclt1"
"73852",3574,"D3Ertd751e"
"72511",922,"2610316D01Rik"
"18526",11797,"Pcdh10"
"72274",583,"1700027H10Rik"
"241989",5218,"Pabpc4l"
"666202",748,"Gm7977"
"66332",3370,"1700018B24Rik"
"329633",2127,"Gm20557"
"73173",5168,"Pcdh18"
"26570",9227,"Slc7a11"
"100861917",675,NA
"12457",3069,"Noct"
"69257",2676,"Elf2"
"67749",1430,"Mgarp"
"669130",630,"Gm9442"
"66377",414,"Ndufc1"
"74838",6090,"Naa15"
"19338",3488,"Rab33b"
"73251",7356,"Setd7"
"100039684",719,"5031434O11Rik"
"211666",589,"Mgst2"
"433586",6514,"Maml3"
"100504153",2189,"Gm20089"
"56458",5552,"Foxo1"
"329639",1805,"Gm2447"
"622124",3515,"Gm20750"
"100862096",727,NA
"67542",2920,"Cog6"
"108927",2089,"Lhfpl6"
"212114",1560,"Nhlrc3"
"212127",4321,"Proser1"
"229277",864,"Stoml3"
"242022",12348,"Frem2"
"319979",2312,"C820005J03Rik"
"67890",4867,"Ufm1"
"22066",4992,"Trpc4"
"50706",3295,"Postn"
"56790",1968,"Supt20"
"69639",1282,"Exosc8"
"66248",1471,"Alg5"
"55994",5368,"Smad9"
"170767",2162,"Rfxap"
"329641",3086,"Sertm1"
"12427",1566,"Ccna1"
"70970",973,"4931419H13Rik"
"229285",4054,"Spart"
"320604",2268,"Ccdc169"
"74434",2348,"Sohlh2"
"13175",12995,"Dclk1"
"100503655",2208,"Gm19817"
"26422",10983,"Nbea"
"17116",2778,"Mab21l1"
"71182",961,"4933417G07Rik"
"17112",1902,"Tm4sf1"
"229302",1400,"Tm4sf4"
"97064",4784,"Wwtr1"
"100861809",431,NA
"52245",2961,"Commd2"
"242037",1759,"Ankub1"
"24017",2864,"Rnf13"
"18645",2020,"Pfn2"
"67850",1642,"1700007F19Rik"
"72033",8829,"Tsc22d2"
"28146",2451,"Serp1"
"229317",2299,"Eif2a"
"69227",3546,"Selenot"
"545527",2195,"Erich6"
"666680",2000,"Gm8234"
"20439",2488,"Siah2"
"71301",938,"4930593A02Rik"
"100040293",2177,"Mindy4b-ps"
"229320",1896,"Clrn1"
"100040416",636,"Rpl13-ps6"
"329650",10249,"Med12l"
"229323",2225,"Gpr171"
"100502786",434,NA
"140795",1798,"P2ry14"
"320463",7333,"F630111L10Rik"
"84111",1163,"Gpr87"
"74191",2528,"P2ry13"
"70839",2338,"P2ry12"
"242050",10084,"Igsf10"
"435732",1206,"Gm5709"
"433597",1303,"Aadacl2fm2"
"669780",1200,"Gm16527"
"666803",1206,"Aadacl2fm3"
"229333",2789,"Aadacl2fm1"
"676914",3050,"Gm9696"
"639634",1590,"Aadacl2"
"67758",1294,"Aadac"
"84112",1571,"Sucnr1"
"56758",5809,"Mbnl1"
"100503654",3662,"Gm19816"
"100504925",850,NA
"18441",3886,"P2ry1"
"74012",4197,"Rap2b"
"100503824",1081,NA
"622434",5205,"Arhgef26"
"72162",4975,"Dhx36"
"229357",3336,"Gpr149"
"17380",4240,"Mme"
"269437",6276,"Plch1"
"329659",1541,"E130311K13Rik"
"11416",3109,"Slc33a1"
"100504046",773,NA
"229363",4567,"Gmps"
"56544",2739,"Vmn2r1"
"100125586",2484,"Vmn2r2"
"637004",2670,"Vmn2r3"
"637053",2484,"Vmn2r4"
"667060",2484,"Vmn2r5"
"667069",2484,"Vmn2r6"
"319210",1911,"Vmn2r-ps11"
"319217",2484,"Vmn2r7"
"16497",2986,"Kcnab1"
"319798",1383,"A730090N16Rik"
"67437",2885,"Ssr3"
"71004",1861,"4931440P22Rik"
"99929",4154,"Tiparp"
"100861877",554,NA
"624866",4276,"Lekr1"
"56706",2145,"Ccnl1"
"72789",5320,"Veph1"
"19288",1922,"Ptx3"
"20429",1595,"Shox2"
"66880",3232,"Rsrc1"
"17349",1161,"Mlf1"
"28030",2598,"Gfm1"
"17035",1092,"Lxn"
"109222",1411,"Rarres1"
"100861992",765,NA
"66868",2978,"Mfsd1"
"100505386",2397,"Iqschfp"
"208426",1579,"Iqcj"
"30953",2692,"Schip1"
"545531",357,"Gm5848"
"100038361",6918,"Gm10723"
"16159",1370,"Il12a"
"68725",2578,"1110032F04Rik"
"68259",4090,"Ift80"
"70099",4082,"Smc4"
"387175",64,"Mir15b"
"723949",95,"Mir16-2"
"66949",2920,"Trim59"
"16649",3726,"Kpna4"
"381452",735,"Gm1647"
"71619",1200,"Arl14"
"242083",3962,"Ppm1l"
"26879",1901,"B3galnt1"
"97112",1739,"Nmd3"
"100862102",291,NA
"66183",1786,"Sptssb"
"229389",2161,"Otol1"
"625901",1804,"Gm6634"
"69983",5887,"Sis"
"386750",3732,"Slitrk3"
"626082",1357,"Gm20754"
"74693",1526,"4930509J09Rik"
"12038",6209,"Bche"
"100504692",2475,"Gm20356"
"100861784",363,"Gm6098"
"213234",2418,"Zbbx"
"67931",1410,"Serpini2"
"213248",2919,"Wdr49"
"56426",1870,"Pdcd10"
"20713",3133,"Serpini1"
"69193",1031,"Platr10"
"73124",4149,"Golim4"
"213262",4956,"Fstl5"
"76089",6544,"Rapgef2"
"70924",1463,"4921511C10Rik"
"100233207",778,"Spmip2"
"329679",7095,"Fnip2"
"75879",1364,"4930589L23Rik"
"67738",1728,"Ppid"
"66841",2281,"Etfdh"
"75939",1970,"4930579G24Rik"
"381489",2277,"Rxfp1"
"70652",2292,"Tmem144"
"68659",6627,"Gask1b"
"14800",7749,"Gria2"
"14658",2988,"Glrb"
"54635",3512,"Pdgfc"
"320566",1194,"A830029E22Rik"
"229445",3453,"Ctso"
"56720",1635,"Tdo2"
"58170",1657,"Asic5"
"54195",3251,"Gucy1b1"
"60596",4654,"Gucy1a1"
"213582",6218,"Map9"
"18167",3361,"Npy2r"
"633285",1789,"Rbm46"
"78212",3448,"Rbm46os"
"79235",5349,"Lrat"
"99571",1523,"Fgg"
"14161",3370,"Fga"
"100862155",477,NA
"110135",1575,"Fgb"
"53317",1771,"Plrg1"
"100038599",3971,"Gm10710"
"69460",468,"1700028M03Rik"
"20319",2001,"Sfrp2"
"24088",2855,"Tlr2"
"229473",4909,"Tmem131l"
"76915",874,"Mnd1"
"80890",5755,"Trim2"
"624713",556,"Gm6525"
"75309",1112,"4930565D16Rik"
"229474",6073,"Fhdc1"
"99889",3023,"Arfip1"
"403175",3459,"Tigd4"
"320782",3342,"Tmem154"
"50754",4751,"Fbxw7"
"654362",525,"Fbxw7as1"
"73283",539,"1700036G14Rik"
"100042125",1521,"Gm15535"
"229487",2307,"Gatb"
"229488",4388,"Fhip1a"
"320302",2737,"Glt28d2"
"368202",949,"Prss48"
"27059",6414,"Sh3d19"
"20091",943,"Rps3a1"
"19870",68,"Snord73a"
"19871",71,"Snord73b"
"80877",11512,"Lrba"
"23937",2703,"Mab21l2"
"70762",4199,"Dclk2"
"12480",1245,"Cd1d2"
"12479",1845,"Cd1d1"
"170643",7287,"Kirrel1"
"100502800",1621,"Gm19382"
"100042355",485,"Gm10705"
"80891",1991,"Fcrl2"
"11801",2037,"Cd5l"
"229499",2042,"Fcrl1"
"329693",3451,"Fcrl5"
"27049",5141,"Etv3"
"546801",1065,"Etv3l"
"213498",5600,"Arhgef11"
"625281",348,"Gm6570"
"74485",3988,"Lrrc71"
"73182",4501,"Pear1"
"18211",2588,"Ntrk1"
"23920",5102,"Insrr"
"27371",4758,"Sh2d2a"
"94315",2053,"Prcc"
"15191",2245,"Hdgf"
"67707",949,"Mrpl24"
"229503",2847,"Mettl25b"
"229504",2893,"Isg20l2"
"12904",900,"Crabp2"
"18008",6126,"Nes"
"12032",3808,"Bcan"
"73940",2055,"Hapln2"
"100502895",1136,NA
"66614",1768,"Gpatch4"
"246703",905,"Naxe"
"214191",2251,"Ttc24"
"404710",5676,"Iqgap3"
"100502914",681,"Gm19451"
"17261",2459,"Mef2d"
"76642",983,"1700113A16Rik"
"99870",2806,"AW047730"
"100042277",1865,"Gm3764"
"100526540",87,"Mir3093"
"387133",89,"Mir9-1"
"58176",1912,"Rhbg"
"76927",481,"Tsacc"
"12462",1977,"Cct3"
"56700",1537,"Glmp"
"71913",2337,"Tmem79"
"229512",4447,"Smg5"
"68957",1670,"Paqr6"
"12095",611,"Bglap3"
"12097",471,"Bglap2"
"12096",624,"Bglap"
"67037",992,"Pmf1"
"229517",3581,"Slc25a44"
"20351",3449,"Sema4a"
"16905",3327,"Lmna"
"72640",5776,"Mex3a"
"100316808",82,"Mir1905"
"53868",1060,"Rab25"
"83409",571,"Lamtor2"
"94232",3372,"Ubqln4"
"66256",1183,"Ssr2"
"16800",4850,"Arhgef2"
"242093",1245,"Rxfp4"
"74200",2999,"Khdc4"
"19769",2538,"Rit1"
"791281",940,"Gm10253"
"229521",4567,"Syt11"
"100302730",9833,"5830417I10Rik"
"319830",3629,"1500004A13Rik"
"76022",7584,"Gon4l"
"229524",1825,"Msto1"
"65111",4628,"Dap3"
"192195",11270,"Ash1l"
"72296",3844,"Rusc1"
"110196",1461,"Fdps"
"735260",64,NA
"18770",2802,"Pklr"
"15168",3262,"Hcn3"
"12748",2310,"Clk2"
"24045",1482,"Scamp3"
"68521",3059,"Entrep3"
"14466",1950,"Gba1"
"17827",1522,"Mtx1"
"21827",3183,"Thbs3"
"100124470",83,"Mir92b"
"17829",2235,"Muc1"
"360213",3202,"Trim46"
"66059",516,"Krtcap2"
"68563",404,"Dpm3"
"19729",1022,"Slc50a1"
"13636",1642,"Efna1"
"13638",1225,"Efna3"
"100038411",1844,"Gm15998"
"13639",1596,"Efna4"
"11490",2989,"Adam15"
"77772",2312,"Dcst1"
"329702",2124,"Dcst2"
"22724",3690,"Zbtb7b"
"545539",1568,"Gm15417"
"57275",668,"Lenep"
"319945",2188,"Flad1"
"54124",757,"Cks1b"
"20416",3713,"Shc1"
"68911",2911,"Pygo2"
"229534",4481,"Pbxip1"
"68603",1506,"Pmvk"
"140493",7617,"Kcnn3"
"56417",6039,"Adar"
"11444",5384,"Chrnb2"
"70093",3081,"Ube2q1"
"214547",5745,"She"
"16194",3343,"Il6ra"
"54667",5705,"Atp8b2"
"23897",1117,"Hax1"
"100503469",640,"Gm19710"
"74383",5486,"Ubap2l"
"99650",1912,"4933434E20Rik"
"73545",3097,"Cfap141"
"100124481",80,"Mir190b"
"59069",2652,"Tpm3"
"77595",5681,"Nup210l"
"57294",575,"Rps27"
"68328",1071,"Rab13"
"23922",1103,"Jtb"
"78284",1553,"Creb3l4"
"30791",2344,"Slc39a1"
"74343",2629,"Crtc2"
"229541",5399,"Dennd4b"
"229542",1906,"Gatad2b"
"26568",2265,"Slc27a3"
"229543",4460,"Ints3"
"18160",4065,"Npr1"
"67781",1973,"Ilf2"
"20615",1916,"Snapin"
"66511",3247,"Chtop"
"20193",615,"S100a1"
"20196",715,"S100a13"
"66166",1097,"S100a14"
"67860",1061,"S100a16"
"628324",315,"S100a2"
"20197",712,"S100a3"
"20198",499,"S100a4"
"20199",432,"S100a5"
"20200",719,"S100a6"
"381493",741,"S100a7a"
"20201",392,"S100a8"
"20202",488,"S100a9"
"384997",2229,"Pglyrp4"
"545541",482,"Gm5849"
"635756",408,"Gm7166"
"619677",3531,"4930529C04Rik"
"229550",491,"S100a7l2"
"242100",1109,"Pglyrp3"
"16939",1779,"Loricrin"
"109314",1183,"Prr9"
"69332",870,"Lelp1"
"100862387",803,NA
"20755",3547,"Sprr2a1"
"100303744",3547,"Sprr2a2"
"100862393",571,NA
"100042514",704,"Sprr2a3"
"20756",699,"Sprr2b"
"20758",681,"Sprr2d"
"20759",647,"Sprr2e"
"20760",609,"Sprr2f"
"20761",651,"Sprr2g"
"20762",752,"Sprr2h"
"20763",617,"Sprr2i"
"20764",673,"Sprr2j-ps"
"20765",639,"Sprr2k"
"20754",820,"Sprr1b"
"20766",1222,"Sprr3"
"20753",790,"Sprr1a"
"229562",231,"Sprr4"
"16447",1902,"Ivl"
"17235",889,"Smcp"
"78382",791,"Lce6a"
"67127",708,"Lce1a1"
"68720",647,"Lce1b"
"73722",715,"Lce1a2"
"73719",724,"Lce1c"
"69611",678,"Lce1d"
"68694",712,"Lce1e"
"67828",717,"Lce1f"
"66195",922,"Lce1g"
"67718",706,"Lce1h"
"76585",731,"Lce1i"
"631101",663,"Lce1k"
"433619",2729,"Kprp"
"73730",670,"Lce1l"
"66533",1067,"Kplce"
"545548",549,"Lce3a"
"66344",561,"Lce3b"
"94060",564,"Lce3c"
"630994",297,"Lce3d"
"69514",607,"Lce3e"
"69520",611,"Lce3f"
"74175",717,"Crct1"
"66203",877,"Lce1m"
"100503731",437,NA
"229571",2142,"Tdpoz8"
"381457",1628,"Crnn"
"229574",7676,"Flg2"
"100503169",5954,NA
"14246",8413,"Flg"
"68723",10658,"Hrnr"
"20129",4146,"Rptn"
"99681",5823,"Tchh"
"71325",2066,"Tchhl1"
"20195",504,"S100a11"
"20194",650,"S100a10"
"399673",1093,"Tdpoz2"
"207213",2302,"Tdpoz1"
"399675",1113,"Tdpoz4"
"399674",1098,"Tdpoz3"
"399676",1023,"Tdpoz5"
"668359",2325,"Tdpoz9"
"100042761",1023,"Tdpoz7"
"100043188",2247,"Spopfm2"
"75778",1730,"Them4"
"66198",1251,"Them5"
"271944",1316,"C2cd4d"
"19885",2503,"Rorc"
"320747",2943,"Lingo4"
"76602",1030,"1700040D17Rik"
"72634",2650,"Tdrkh"
"53814",1135,"Oaz3"
"78523",1601,"Mrpl9"
"66353",628,"Riiad1"
"78784",2744,"Celf3"
"76742",6247,"Snx27"
"668409",377,"Rpl31-ps11"
"22156",2564,"Tuft1"
"545551",2228,"BC021767"
"20342",1695,"Selenbp2"
"70737",5039,"Cgn"
"229584",7642,"Pogz"
"19172",949,"Psmb4"
"20341",1685,"Selenbp1"
"53970",4189,"Rfx5"
"109334",1958,"B230398E01Rik"
"107650",3692,"Pi4kb"
"319916",1877,"A730011C13Rik"
"78266",4632,"Zfp687"
"74937",1085,NA
"19185",1252,"Psmd4"
"18720",2536,"Pip5k1a"
"21427",1436,"Vps72"
"50874",1241,"Tmod4"
"69269",872,"Scnm1"
"217779",2401,"Lysmd1"
"69769",1122,"Tnfaip8l2"
"668436",541,"Gm9169"
"20360",2843,"Sema6c"
"213054",8687,"Gabpb2"
"100504029",957,"Gm16740"
"56772",2514,"Mllt11"
"57912",2820,"Cdc42se1"
"229588",1470,"Gm128"
"171388",1788,"Bnipl"
"229589",3140,"Prune1"
"75007",2834,"Mindy1"
"71790",1978,"Anxa9"
"100038425",784,NA
"76893",2019,"Cers2"
"84505",4660,"Setdb1"
"67654",734,"Ctxnd2"
"668448",407,NA
"100043305",1119,"Gm4349"
"11863",4370,"Arnt"
"13038",1482,"Ctsk"
"13040",1355,"Ctss"
"67981",1511,"Hormad1"
"229593",2841,"Golph3l"
"56205",2962,"Ensa"
"100861841",892,NA
"17210",3488,"Mcl1"
"229595",3856,"Adamtsl4"
"13601",1899,"Ecm1"
"71807",4440,"Tars2"
"75137",8419,"Rprd2"
"70767",2732,"Prpf3"
"66292",407,"Mrps21"
"100042889",1726,"C920021L13Rik"
"229599",1395,"Ciart"
"229600",447,"BC028528"
"226548",2851,"Aph1a"
"23831",1625,"Car14"
"66471",3260,"Anp32e"
"668224",707,"Gm9054"
"67220",1370,"Plekho1"
"22365",2626,"Vps45"
"229603",8101,"Otud7b"
"194126",2812,"Mtmr11"
"100504127",3486,"Gm17690"
"107701",1697,"Sf3b4"
"64051",3920,"Sv2a"
"69168",729,"Bola1"
"621893",393,"H2ac21"
"319176",390,"H2ac20"
"319190",2618,"H2bc21"
"97114",1020,"H3c15"
"319192",393,"H2ac19"
"15267",578,"H2ac18"
"15077",1825,"H3c14"
"97122",348,"H4c14"
"319154",411,"H3c13"
"319189",493,"H2bc18"
"14129",2589,"Fcgr1"
"100504145",2417,"Platr30"
"19844",165,"Rnu1b1"
"19845",165,"Rnu1b2"
"100504171",1749,"Gm17575"
"21748",397,"Terc"
"329716",1159,"BC107364"
"19847",166,"Rnu1b6"
"100038359",2853,NA
"69585",2021,"Hjv"
"100038464",1673,"Gm15441"
"56338",2801,"Txnip"
"69870",1402,"Polr3gl"
"545554",2586,"Ankrd34a"
"280411",2509,"Lix1l"
"229613",2828,"6330549D23Rik"
"60365",2616,"Rbm8a"
"18632",2590,"Pex11b"
"213119",5044,"Itga10"
"213121",4054,"Ankrd35"
"229615",3095,"Pias3"
"78373",1362,"Nudt17"
"74414",1796,"Polr3c"
"67845",2265,"Rnf115"
"54215",2642,"Cd160"
"67583",2051,"4930442L01Rik"
"59020",2463,"Pdzk1"
"67549",1765,"Gpr89"
"14616",1394,"Gja8"
"14613",3109,"Gja5"
"66659",1756,"Acp6"
"77578",4652,"Bcl9"
"100504261",1538,"Gm17608"
"258272",963,"Or13l2"
"68058",2989,"Chd1l"
"14263",5319,"Fmo5"
"108097",4277,"Prkab2"
"83679",15208,"Pde4dip"
"100504273",464,NA
"20333",1815,"Sec22b"
"433632",891,"Gm5544"
"18129",10506,"Notch2"
"71078",2362,"Adam30"
"67709",1021,"Reg4"
"15360",3294,"Hmgcs2"
"236539",1871,"Phgdh"
"242109",5164,"Zfp697"
"100043461",1851,"Hsd3b9"
"15495",1785,"Hsd3b4"
"100043456",1747,"Hsd3b8"
"545555",635,"Gm5853"
"15496",1607,"Hsd3b5"
"15493",1800,"Hsd3b2"
"15494",1769,"Hsd3b3"
"15497",1802,"Hsd3b6"
"15492",1852,"Hsd3b1"
"56185",2042,"Hao2"
"70560",4388,"Wars2"
"21384",3567,"Tbx15"
"74362",7862,"Spag17"
"320613",3221,"Spag17os"
"269470",3428,"Wdr3"
"14547",2871,"Gdap2"
"73806",691,"4930406D18Rik"
"74645",2029,"Tent5c"
"17156",7944,"Man1a2"
"242122",2622,"Vtcn1"
"229644",5801,"Trim45"
"74044",4541,"Ttf2"
"630146",3269,"Cd101"
"19221",5786,"Ptgfrn"
"12481",1144,"Cd2"
"78908",7330,"Igsf3"
"11928",3702,"Atp1a1"
"242125",3558,"Mab21l3"
"242126",6641,"Slc22a15"
"18072",3353,"Nhlh2"
"12373",2461,"Casq2"
"229658",3560,"Vangl1"
"319951",1864,"A230001M10Rik"
"18049",1187,"Ngf"
"78491",590,"Tspan2os"
"70747",4362,"Tspan2"
"22094",645,"Tshb"
"20957",3437,"Sycp1"
"381463",2835,"Nr1h5"
"66641",2798,"Sike1"
"229663",4201,"Csde1"
"18176",4470,"Nras"
"229665",2342,"Ampd1"
"329727",4979,"Dennd2c"
"68183",1422,"Bcas2"
"94093",8868,"Trim33"
"54524",4416,"Syt6"
"99543",1736,"Olfml3"
"15257",8049,"Hipk1"
"140917",4288,"Dclre1b"
"100503157",633,"Gm15471"
"67489",2910,"Ap4b1"
"229672",2093,"Bcl2l15"
"19260",2728,"Ptpn22"
"229675",6727,"Rsbn1"
"100125931",3781,"Phtf1os"
"18685",3453,"Phtf1"
"99470",6672,"Magi3"
"433634",2771,"Gm5546"
"269473",7112,"Lrig2"
"20501",4426,"Slc16a1"
"624251",785,"Gm6485"
"329731",4317,"Tafa3"
"71887",1721,"Ppm1j"
"11853",1056,"Rhoc"
"17454",3772,"Mov10"
"100504553",859,NA
"12340",3187,"Capza1"
"229681",5991,"St7l"
"22414",3573,"Wnt2b"
"80281",5000,"Cttnbp2nl"
"75269",737,"4930564D02Rik"
"78635",1090,"Kcnd3os"
"56543",7226,"Kcnd3"
"53975",2710,"Ddx20"
"109050",4781,"Inka2"
"109905",1294,"Rap1a"
"433637",459,"Gm5547"
"11542",2752,"Adora3"
"433638",1066,"I830077J02Rik"
"11950",1456,"Atp5pb"
"70465",3553,"Wdr77"
"12659",2525,"Ovgp1"
"100503311",1127,"Cimap3"
"229687",1509,"Chil5"
"81600",1526,"Chia1"
"12655",1539,"Chil3"
"104183",1510,"Chil4"
"229688",1668,"Chil6"
"69206",1558,"2010016I18Rik"
