"NGenes","Direction","PValue","FDR","Contrast"
268,"Down",0.579359066780701,0.797723017218368,"L.LvsP.BROWNE_HCMV_INFECTION_18HR_UP"
110,"Up",0.579407382400241,0.797723017218368,"L.LvsP.PID_IL12_2PATHWAY"
21,"Down",0.579525896996302,0.797723017218368,"L.LvsP.DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4"
40,"Up",0.579571958792943,0.797723017218368,"L.LvsP.REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES"
92,"Down",0.579775264067492,0.797724070044968,"L.LvsP.NIKOLSKY_BREAST_CANCER_8P12_P11_AMPLICON"
16,"Down",0.579861283687959,0.797724070044968,"L.LvsP.REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION"
1037,"Up",0.580701134373316,0.7985027006744,"L.LvsP.CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3"
1973,"Down",0.58071610768887,0.7985027006744,"L.LvsP.CHEN_METABOLIC_SYNDROM_NETWORK"
14,"Up",0.58095514099447,0.798632763440682,"L.LvsP.WEBER_METHYLATED_LCP_IN_FIBROBLAST_DN"
14,"Down",0.581274686242487,0.798873412934306,"L.LvsP.REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2"
321,"Down",0.581573680260112,0.799085705307694,"L.LvsP.BROWN_MYELOID_CELL_DEVELOPMENT_UP"
2689,"Down",0.581756015803296,0.799137642577993,"L.LvsP.ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY"
1356,"Up",0.582670957658008,0.800059069874292,"L.LvsP.WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D"
252,"Down",0.582716200829042,0.800059069874292,"L.LvsP.HUANG_GATA2_TARGETS_UP"
7,"Down",0.582865943265764,0.800065988161969,"L.LvsP.REACTOME_RESPONSE_TO_METAL_IONS"
73,"Down",0.583403170775272,0.800188243306429,"L.LvsP.BIOCARTA_PPARA_PATHWAY"
17,"Down",0.583435042186627,0.800188243306429,"L.LvsP.PID_CIRCADIAN_PATHWAY"
114,"Down",0.583480020560413,0.800188243306429,"L.LvsP.KEGG_ARACHIDONIC_ACID_METABOLISM"
20,"Up",0.583897948250992,0.800188243306429,"L.LvsP.YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_4"
14,"Down",0.584116505753065,0.800188243306429,"L.LvsP.REACTOME_CALCINEURIN_ACTIVATES_NFAT"
45,"Down",0.584182140341531,0.800188243306429,"L.LvsP.ABE_VEGFA_TARGETS_2HR"
658,"Down",0.584195413077526,0.800188243306429,"L.LvsP.DELACROIX_RAR_BOUND_ES"
29,"Down",0.584249993964588,0.800188243306429,"L.LvsP.KEGG_ASCORBATE_AND_ALDARATE_METABOLISM"
17,"Down",0.58437226780387,0.800188243306429,"L.LvsP.REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS"
42,"Down",0.584402265594386,0.800188243306429,"L.LvsP.DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN"
1681,"Up",0.58456537734298,0.800213412064703,"L.LvsP.REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION"
32,"Down",0.584787557121535,0.800226244406875,"L.LvsP.LE_NEURONAL_DIFFERENTIATION_UP"
48,"Down",0.584864216612078,0.800226244406875,"L.LvsP.KEGG_PRION_DISEASES"
16,"Down",0.585036381814385,0.800263769186475,"L.LvsP.REACTOME_GLUCOCORTICOID_BIOSYNTHESIS"
87,"Down",0.585213925451886,0.800308630676101,"L.LvsP.KYNG_DNA_DAMAGE_BY_UV"
82,"Down",0.585894938750908,0.800925789990287,"L.LvsP.LINDSTEDT_DENDRITIC_CELL_MATURATION_A"
128,"Down",0.586007164668541,0.800925789990287,"L.LvsP.TIEN_INTESTINE_PROBIOTICS_2HR_DN"
9,"Up",0.586353810464047,0.800925789990287,"L.LvsP.DER_IFN_GAMMA_RESPONSE_DN"
260,"Up",0.586925265186982,0.800925789990287,"L.LvsP.DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN"
14,"Up",0.586997574141033,0.800925789990287,"L.LvsP.SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN"
411,"Down",0.587162976432491,0.800925789990287,"L.LvsP.GRADE_COLON_AND_RECTAL_CANCER_UP"
109,"Up",0.587314180676799,0.800925789990287,"L.LvsP.LEE_EARLY_T_LYMPHOCYTE_DN"
106,"Down",0.587391124713074,0.800925789990287,"L.LvsP.INGRAM_SHH_TARGETS_DN"
9,"Up",0.587452092980427,0.800925789990287,"L.LvsP.KIM_GLIS2_TARGETS_DN"
14,"Down",0.587719156647794,0.800925789990287,"L.LvsP.REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES"
106,"Down",0.587770951125118,0.800925789990287,"L.LvsP.PID_HIF1_TFPATHWAY"
246,"Down",0.587787318220541,0.800925789990287,"L.LvsP.ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST"
625,"Down",0.587840601210842,0.800925789990287,"L.LvsP.CUI_TCF21_TARGETS_2_UP"
415,"Down",0.587882995511512,0.800925789990287,"L.LvsP.TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP"
131,"Down",0.588094365758084,0.800925789990287,"L.LvsP.GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP"
14,"Up",0.588125417683835,0.800925789990287,"L.LvsP.GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN"
25,"Down",0.588195608027169,0.800925789990287,"L.LvsP.REACTOME_GLUCURONIDATION"
12,"Down",0.588272677364904,0.800925789990287,"L.LvsP.REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3"
15,"Up",0.588691850488928,0.801299173154427,"L.LvsP.GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP"
1236,"Down",0.589055164267772,0.801446388792065,"L.LvsP.NUYTTEN_NIPP1_TARGETS_DN"
361,"Down",0.589122725722232,0.801446388792065,"L.LvsP.MATTIOLI_MGUS_VS_PCL"
230,"Down",0.589271893909828,0.801446388792065,"L.LvsP.MILI_PSEUDOPODIA_CHEMOTAXIS_UP"
86,"Up",0.589389579512754,0.801446388792065,"L.LvsP.CUI_TCF21_TARGETS_UP"
9,"Down",0.589524771788267,0.801446388792065,"L.LvsP.REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS"
15,"Down",0.590556821388513,0.802224081587643,"L.LvsP.MIKKELSEN_PLURIPOTENT_STATE_DN"
173,"Up",0.590667848371957,0.802224081587643,"L.LvsP.HUANG_GATA2_TARGETS_DN"
106,"Up",0.5906925372917,0.802224081587643,"L.LvsP.KANNAN_TP53_TARGETS_UP"
116,"Up",0.590853963209178,0.802224081587643,"L.LvsP.REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS"
37,"Down",0.590936558809376,0.802224081587643,"L.LvsP.REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION"
10,"Up",0.590971401068822,0.802224081587643,"L.LvsP.RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_UP"
74,"Down",0.591116638195813,0.802224081587643,"L.LvsP.KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION"
124,"Up",0.591257575053291,0.802224081587643,"L.LvsP.MCBRYAN_PUBERTAL_BREAST_6_7WK_DN"
218,"Up",0.591556845549252,0.802433218606923,"L.LvsP.KATSANOU_ELAVL1_TARGETS_DN"
60,"Up",0.591758864400869,0.802510365776896,"L.LvsP.GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_UP"
7,"Down",0.592230556699312,0.802953101518022,"L.LvsP.REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY"
168,"Down",0.592596720933915,0.803252579074188,"L.LvsP.KANG_IMMORTALIZED_BY_TERT_UP"
23,"Up",0.593115875273653,0.803514669154017,"L.LvsP.KOBAYASHI_RESPONSE_TO_ROMIDEPSIN"
13,"Down",0.593160092662085,0.803514669154017,"L.LvsP.BIOCARTA_FIBRINOLYSIS_PATHWAY"
105,"Down",0.593386686841786,0.803514669154017,"L.LvsP.OUILLETTE_CLL_13Q14_DELETION_DN"
57,"Up",0.593425477212954,0.803514669154017,"L.LvsP.THILLAINADESAN_ZNF217_TARGETS_UP"
12,"Down",0.593516713478931,0.803514669154017,"L.LvsP.REACTOME_SEROTONIN_RECEPTORS"
233,"Down",0.593664890624747,0.803518526380472,"L.LvsP.RASHI_RESPONSE_TO_IONIZING_RADIATION_6"
38,"Up",0.593854117538768,0.803577928505102,"L.LvsP.DELACROIX_RAR_TARGETS_DN"
11,"Down",0.594030748215253,0.803620261042851,"L.LvsP.SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP"
16,"Up",0.594638647017528,0.804151884642712,"L.LvsP.REACTOME_PHYSIOLOGICAL_FACTORS"
251,"Down",0.594887982260074,0.804151884642712,"L.LvsP.ONDER_CDH1_TARGETS_1_UP"
201,"Down",0.594986678169615,0.804151884642712,"L.LvsP.STEIN_ESRRA_TARGETS_DN"
20,"Down",0.595111974084503,0.804151884642712,"L.LvsP.SABATES_COLORECTAL_ADENOMA_SIZE_DN"
33,"Up",0.595150933615117,0.804151884642712,"L.LvsP.REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES"
119,"Up",0.595793417300503,0.80482330912643,"L.LvsP.LANDIS_BREAST_CANCER_PROGRESSION_DN"
67,"Up",0.596092864748902,0.804886556879908,"L.LvsP.KYNG_DNA_DAMAGE_BY_4NQO"
88,"Up",0.596131389116155,0.804886556879908,"L.LvsP.WEBER_METHYLATED_ICP_IN_SPERM_DN"
20,"Down",0.596361408619207,0.805000544007713,"L.LvsP.BIOCARTA_PGC1A_PATHWAY"
193,"Down",0.597253128399517,0.805939641206194,"L.LvsP.KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP"
162,"Down",0.597348643455052,0.805939641206194,"L.LvsP.YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_6"
246,"Down",0.598147350611862,0.806820371196141,"L.LvsP.KAAB_FAILED_HEART_ATRIUM_DN"
35,"Up",0.599057121835431,0.807850445519048,"L.LvsP.REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS"
142,"Down",0.59945834224914,0.807935487012557,"L.LvsP.QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR"
51,"Down",0.599522627076184,0.807935487012557,"L.LvsP.BOYAULT_LIVER_CANCER_SUBCLASS_G2"
36,"Down",0.599558564516643,0.807935487012557,"L.LvsP.ABDULRAHMAN_KIDNEY_CANCER_VHL_DN"
81,"Up",0.599860204469753,0.808113371851696,"L.LvsP.VANTVEER_BREAST_CANCER_BRCA1_DN"
48,"Up",0.600086740910609,0.808113371851696,"L.LvsP.FARDIN_HYPOXIA_11"
6,"Down",0.600129047716235,0.808113371851696,"L.LvsP.REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE"
99,"Down",0.600506502618961,0.808424751151749,"L.LvsP.REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"
9,"Down",0.600951454481901,0.808818524423981,"L.LvsP.PALOMERO_GSI_SENSITIVITY_UP"
892,"Down",0.601091574761827,0.808818524423981,"L.LvsP.DOUGLAS_BMI1_TARGETS_UP"
17,"Down",0.601292829236623,0.808892470279632,"L.LvsP.REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING"
763,"Down",0.601661894042321,0.809192073013863,"L.LvsP.CAIRO_HEPATOBLASTOMA_CLASSES_UP"
36,"Down",0.602326954248282,0.809843897787707,"L.LvsP.REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION"
161,"Up",0.602439492060199,0.809843897787707,"L.LvsP.REACTOME_CARDIAC_CONDUCTION"
13,"Down",0.602837775600677,0.810091385229883,"L.LvsP.TURJANSKI_MAPK14_TARGETS"
381,"Down",0.602916630533725,0.810091385229883,"L.LvsP.MCBRYAN_PUBERTAL_BREAST_3_4WK_UP"
61,"Down",0.603463012917738,0.810628522454366,"L.LvsP.PID_CERAMIDE_PATHWAY"
80,"Down",0.603616354568289,0.810637557543859,"L.LvsP.REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2"
127,"Down",0.604113979776226,0.810959133971818,"L.LvsP.SANA_TNF_SIGNALING_DN"
142,"Down",0.60414915406582,0.810959133971818,"L.LvsP.MAHAJAN_RESPONSE_TO_IL1A_UP"
94,"Down",0.604521785663229,0.811101177263881,"L.LvsP.NAKAMURA_ADIPOGENESIS_EARLY_UP"
179,"Up",0.604554326560497,0.811101177263881,"L.LvsP.TSENG_IRS1_TARGETS_UP"
14,"Down",0.604695071926518,0.811101177263881,"L.LvsP.BIOCARTA_CTBP1_PATHWAY"
114,"Up",0.604898525803765,0.811177285755279,"L.LvsP.STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN"
32,"Down",0.605277365039429,0.811488494496363,"L.LvsP.PID_RHODOPSIN_PATHWAY"
38,"Down",0.605913683419709,0.812066731008058,"L.LvsP.BIOCARTA_IGF1R_PATHWAY"
1648,"Down",0.606062062674479,0.812066731008058,"L.LvsP.REACTOME_INNATE_IMMUNE_SYSTEM"
58,"Down",0.606149285380766,0.812066731008058,"L.LvsP.HARRIS_BRAIN_CANCER_PROGENITORS"
380,"Down",0.606917028220136,0.812898316140778,"L.LvsP.WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP"
52,"Down",0.607404872643157,0.813354696256725,"L.LvsP.LANG_MYB_FAMILY_TARGETS"
32,"Down",0.60782616471013,0.813721759002981,"L.LvsP.WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_DN"
48,"Up",0.608253769586374,0.813764678760455,"L.LvsP.YUAN_ZNF143_PARTNERS"
324,"Up",0.608465651549803,0.813764678760455,"L.LvsP.SERVITJA_LIVER_HNF1A_TARGETS_DN"
240,"Up",0.608535526866643,0.813764678760455,"L.LvsP.TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN"
168,"Down",0.60856316892362,0.813764678760455,"L.LvsP.REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA"
1306,"Down",0.608594130344454,0.813764678760455,"L.LvsP.MARSON_BOUND_BY_FOXP3_STIMULATED"
19,"Down",0.609105239757856,0.814251177616341,"L.LvsP.KOINUMA_COLON_CANCER_MSI_UP"
33,"Down",0.609831942522094,0.815025576554183,"L.LvsP.REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA"
15,"Up",0.610107673373962,0.815197033853223,"L.LvsP.REACTOME_KERATAN_SULFATE_DEGRADATION"
99,"Up",0.610573177763764,0.815554450489927,"L.LvsP.BOYLAN_MULTIPLE_MYELOMA_C_DN"
61,"Up",0.610671355295244,0.815554450489927,"L.LvsP.ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN"
100,"Up",0.61092595501679,0.815554450489927,"L.LvsP.REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS"
28,"Down",0.610965189714103,0.815554450489927,"L.LvsP.BIOCARTA_ATM_PATHWAY"
527,"Down",0.611275216087903,0.815771341962349,"L.LvsP.DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN"
8,"Up",0.611676073504046,0.8161093171824,"L.LvsP.ELVIDGE_HIF2A_TARGETS_UP"
166,"Up",0.612182677782824,0.816492634730242,"L.LvsP.LIU_PROSTATE_CANCER_UP"
830,"Up",0.6122587201287,0.816492634730242,"L.LvsP.GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN"
8,"Down",0.613415036304163,0.8176959941883,"L.LvsP.REACTOME_PTK6_REGULATES_CELL_CYCLE"
12,"Down",0.613456860895835,0.8176959941883,"L.LvsP.REACTOME_PREGNENOLONE_BIOSYNTHESIS"
61,"Up",0.613720059136345,0.817715121038402,"L.LvsP.REACTOME_KINESINS"
128,"Up",0.61389096351095,0.817715121038402,"L.LvsP.REACTOME_RAB_REGULATION_OF_TRAFFICKING"
88,"Down",0.613914897346791,0.817715121038402,"L.LvsP.REACTOME_DNA_REPLICATION_PRE_INITIATION"
8,"Down",0.614334262257623,0.81799677861059,"L.LvsP.REACTOME_SUPPRESSION_OF_APOPTOSIS"
488,"Down",0.614422250238701,0.81799677861059,"L.LvsP.BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D"
45,"Up",0.614596048722713,0.818007816244551,"L.LvsP.LOPES_METHYLATED_IN_COLON_CANCER_UP"
73,"Down",0.614726438143626,0.818007816244551,"L.LvsP.ZHAN_MULTIPLE_MYELOMA_CD2_DN"
165,"Down",0.615142691605199,0.818180391085872,"L.LvsP.TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP"
12,"Down",0.61515208640694,0.818180391085872,"L.LvsP.REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS"
124,"Up",0.615808974745981,0.818792388244449,"L.LvsP.HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP"
13,"Down",0.616306219074947,0.818792388244449,"L.LvsP.JOHNSTONE_PARVB_TARGETS_1_UP"
159,"Up",0.616316555364166,0.818792388244449,"L.LvsP.TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN"
1122,"Down",0.616554670598291,0.818792388244449,"L.LvsP.RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP"
8,"Up",0.616628568064753,0.818792388244449,"L.LvsP.MOOTHA_PYR"
32,"Down",0.616835560746389,0.818792388244449,"L.LvsP.WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_UP"
159,"Down",0.616844994230265,0.818792388244449,"L.LvsP.ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN"
11,"Down",0.616873126739401,0.818792388244449,"L.LvsP.BYSTRYKH_SCP2_QTL"
19,"Up",0.61694503335619,0.818792388244449,"L.LvsP.SASSON_FSH_RESPONSE"
17,"Up",0.617185625300043,0.818915124138214,"L.LvsP.MARSHALL_VIRAL_INFECTION_RESPONSE_UP"
92,"Down",0.617817427926828,0.81938928771344,"L.LvsP.STARK_HYPPOCAMPUS_22Q11_DELETION_UP"
28,"Up",0.617849846231593,0.81938928771344,"L.LvsP.REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS"
22,"Down",0.617987579990061,0.81938928771344,"L.LvsP.PETRETTO_BLOOD_PRESSURE_UP"
6,"Down",0.618291548539092,0.819595773644843,"L.LvsP.REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE"
64,"Down",0.619219129859931,0.820628611935657,"L.LvsP.POS_HISTAMINE_RESPONSE_NETWORK"
58,"Down",0.619643132668841,0.820993740840168,"L.LvsP.COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN"
7,"Down",0.620250228146984,0.821460506658595,"L.LvsP.TERAMOTO_OPN_TARGETS_CLUSTER_3"
19,"Down",0.620292569234877,0.821460506658595,"L.LvsP.KIM_MYCL1_AMPLIFICATION_TARGETS_UP"
52,"Up",0.620842036199899,0.821991287870987,"L.LvsP.REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE"
528,"Up",0.621539858321779,0.822562134289491,"L.LvsP.RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN"
37,"Up",0.621570735587176,0.822562134289491,"L.LvsP.WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR"
42,"Up",0.622689878328037,0.823813472841017,"L.LvsP.SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A"
315,"Down",0.622814309364343,0.823813472841017,"L.LvsP.KYNG_WERNER_SYNDROM_AND_NORMAL_AGING_DN"
31,"Up",0.623272095111949,0.824014994034609,"L.LvsP.GRANDVAUX_IRF3_TARGETS_UP"
316,"Down",0.623282198420972,0.824014994034609,"L.LvsP.MOHANKUMAR_HOXA1_TARGETS_DN"
89,"Down",0.623515553544853,0.824014994034609,"L.LvsP.REACTOME_SIGNALING_BY_INSULIN_RECEPTOR"
14,"Up",0.623562802503311,0.824014994034609,"L.LvsP.REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS"
324,"Up",0.623932599320892,0.82430665272287,"L.LvsP.GRUETZMANN_PANCREATIC_CANCER_DN"
27,"Up",0.624639513076548,0.824716569960497,"L.LvsP.LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES"
12,"Down",0.624648885733943,0.824716569960497,"L.LvsP.REACTOME_INTERLEUKIN_9_SIGNALING"
10,"Down",0.624867588544482,0.824716569960497,"L.LvsP.BIOCARTA_PPARG_PATHWAY"
131,"Up",0.625008297004059,0.824716569960497,"L.LvsP.SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP"
6,"Down",0.625080111775831,0.824716569960497,"L.LvsP.REACTOME_SYNTHESIS_OF_PI"
9,"Down",0.625399914785841,0.824716569960497,"L.LvsP.KUWANO_RNA_STABILIZED_BY_NO"
43,"Up",0.625431227171863,0.824716569960497,"L.LvsP.WILLERT_WNT_SIGNALING"
60,"Down",0.625436168899324,0.824716569960497,"L.LvsP.CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP"
47,"Up",0.625681795495045,0.824827744266639,"L.LvsP.LIU_LIVER_CANCER"
70,"Up",0.625982740936879,0.824827744266639,"L.LvsP.REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE"
130,"Down",0.626059768680396,0.824827744266639,"L.LvsP.PID_ERA_GENOMIC_PATHWAY"
212,"Up",0.626167990829663,0.824827744266639,"L.LvsP.REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"
165,"Down",0.626374481936672,0.824827744266639,"L.LvsP.BHATTACHARYA_EMBRYONIC_STEM_CELL"
8,"Up",0.626415572106279,0.824827744266639,"L.LvsP.TERAMOTO_OPN_TARGETS_CLUSTER_5"
1483,"Down",0.626671303602444,0.824968008956646,"L.LvsP.BENPORATH_SUZ12_TARGETS"
2390,"Down",0.627259421990652,0.825415440725761,"L.LvsP.PUJANA_BRCA1_PCC_NETWORK"
21,"Down",0.627576375942638,0.825415440725761,"L.LvsP.MCBRYAN_TERMINAL_END_BUD_UP"
886,"Down",0.627675421787813,0.825415440725761,"L.LvsP.SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN"
22,"Down",0.627792557981599,0.825415440725761,"L.LvsP.REACTOME_HS_GAG_DEGRADATION"
6,"Up",0.627810754910839,0.825415440725761,"L.LvsP.REACTOME_NADE_MODULATES_DEATH_SIGNALLING"
16,"Down",0.627906916927573,0.825415440725761,"L.LvsP.REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING"
272,"Down",0.628168451271845,0.8255405003475,"L.LvsP.BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP"
531,"Down",0.628300673803994,0.8255405003475,"L.LvsP.ENK_UV_RESPONSE_EPIDERMIS_UP"
44,"Down",0.630006666840458,0.827349811952638,"L.LvsP.AZARE_STAT3_TARGETS"
5,"Up",0.630116447444118,0.827349811952638,"L.LvsP.TURJANSKI_MAPK11_TARGETS"
19,"Down",0.630126615686844,0.827349811952638,"L.LvsP.MATTHEWS_AP1_TARGETS"
394,"Down",0.630634524596079,0.827811087224822,"L.LvsP.BILD_E2F3_ONCOGENIC_SIGNATURE"
20,"Down",0.630777375742119,0.827811087224822,"L.LvsP.REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE"
46,"Up",0.631541046463086,0.828616622186616,"L.LvsP.REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"
473,"Down",0.631759726559334,0.828706886867511,"L.LvsP.DURAND_STROMA_S_UP"
22,"Down",0.632204970584767,0.829050992693007,"L.LvsP.SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN"
227,"Up",0.632321945412626,0.829050992693007,"L.LvsP.REACTOME_PHOSPHOLIPID_METABOLISM"
160,"Up",0.633186704689597,0.829987977768797,"L.LvsP.GAVIN_FOXP3_TARGETS_CLUSTER_P7"
135,"Up",0.63340600425668,0.830078643644272,"L.LvsP.ANDERSEN_CHOLANGIOCARCINOMA_CLASS1"
37,"Up",0.63382687034869,0.830433356909456,"L.LvsP.REACTOME_SURFACTANT_METABOLISM"
15,"Down",0.634185838124701,0.830706822788787,"L.LvsP.PID_P38_GAMMA_DELTA_PATHWAY"
59,"Down",0.634450711911683,0.8308569365608,"L.LvsP.GEISS_RESPONSE_TO_DSRNA_UP"
203,"Up",0.634607800541689,0.830865860571867,"L.LvsP.MIKKELSEN_MEF_LCP_WITH_H3K4ME3"
87,"Down",0.635317555922369,0.831598192872817,"L.LvsP.GOLDRATH_IMMUNE_MEMORY"
643,"Down",0.635746114991997,0.831646778631088,"L.LvsP.MULLIGHAN_MLL_SIGNATURE_2_UP"
58,"Up",0.635774211286696,0.831646778631088,"L.LvsP.BAE_BRCA1_TARGETS_DN"
22,"Up",0.63605319459119,0.831646778631088,"L.LvsP.REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX"
317,"Up",0.636108452570527,0.831646778631088,"L.LvsP.TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP"
36,"Down",0.636149397637846,0.831646778631088,"L.LvsP.LIU_IL13_MEMORY_MODEL_UP"
846,"Up",0.636257166505607,0.831646778631088,"L.LvsP.SMID_BREAST_CANCER_NORMAL_LIKE_UP"
32,"Up",0.636882921552201,0.832149675112549,"L.LvsP.SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN"
25,"Down",0.636942923688969,0.832149675112549,"L.LvsP.BIOCARTA_IL3_PATHWAY"
7,"Up",0.637505521246353,0.832684651926054,"L.LvsP.BIOCARTA_FOSB_PATHWAY"
101,"Down",0.63765361118736,0.832684651926054,"L.LvsP.BRIDEAU_IMPRINTED_GENES"
62,"Up",0.637893197079439,0.832800823294503,"L.LvsP.KEGG_ARGININE_AND_PROLINE_METABOLISM"
9,"Up",0.638179373855254,0.832977752135434,"L.LvsP.REACTOME_SOS_MEDIATED_SIGNALLING"
455,"Down",0.638388280619114,0.83298233205735,"L.LvsP.RAO_BOUND_BY_SALL4"
59,"Down",0.6384841966466,0.83298233205735,"L.LvsP.KAMIKUBO_MYELOID_CEBPA_NETWORK"
51,"Down",0.638779742580403,0.833002803788491,"L.LvsP.VALK_AML_CLUSTER_5"
13,"Down",0.638801209633424,0.833002803788491,"L.LvsP.BIOCARTA_EIF2_PATHWAY"
7,"Up",0.63897681855428,0.83303532888154,"L.LvsP.JU_AGING_TERC_TARGETS_UP"
41,"Up",0.639169007631225,0.83308944912613,"L.LvsP.GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN"
22,"Down",0.639510008592557,0.833337458757542,"L.LvsP.BIOCARTA_PRION_PATHWAY"
52,"Down",0.639746190289044,0.83344879503019,"L.LvsP.MAEKAWA_ATF2_TARGETS"
107,"Up",0.640145891588244,0.833710281970199,"L.LvsP.RADAEVA_RESPONSE_TO_IFNA1_UP"
129,"Down",0.640248482048375,0.833710281970199,"L.LvsP.LEE_CALORIE_RESTRICTION_NEOCORTEX_DN"
